na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,G-I,PCH_Q1_SCA,AT	0.5 	-0.1 	0.9 	-0.2 	0.6 	0.2 	1.1 	0.3 	0.2 	0.9 	0.4 	0.9 
B1G,G-I,PCH_Q1_SCA,BE	0.2 	0.3 	-1.0 	-0.7 	-0.1 	0.3 	1.2 	0.3 	-0.4 	0.3 	0.7 	0.3 
B1G,G-I,PCH_Q1_SCA,BG	2.1 	-0.8 	0.1 	1.8 	0.5 	1.2 	0.6 	0.6 	0.2 	0.8 	1.0 p	0.4 p
B1G,G-I,PCH_Q1_SCA,CH	1.5 	-0.5 	1.1 	0.2 	-0.6 	0.6 	-0.1 	1.0 	0.5 	0.1 	0.3 	0.0 
B1G,G-I,PCH_Q1_SCA,CY	0.7 	1.2 	1.8 	1.3 	1.4 	2.3 	1.0 	2.4 	1.3 	1.5 	1.6 	0.5 
B1G,G-I,PCH_Q1_SCA,CZ	2.4 	1.2 	-0.2 	-0.7 	-0.3 	0.1 	1.2 	2.5 	0.2 	1.3 	1.3 	0.5 
B1G,G-I,PCH_Q1_SCA,DE	0.4 	0.0 	0.4 	0.2 	0.0 	1.1 	2.1 	0.8 	0.2 	0.8 	0.7 	0.4 
B1G,G-I,PCH_Q1_SCA,DK	0.8 	-0.3 	1.2 	0.6 	-0.6 	1.1 	0.6 	0.5 	-1.3 	1.6 	0.0 	0.7 
B1G,G-I,PCH_Q1_SCA,EA	0.6 	0.4 	0.4 	0.2 	0.4 	0.9 	1.4 	0.8 	0.5 	0.7 	0.8 	0.6 
B1G,G-I,PCH_Q1_SCA,EA19	0.6 	0.4 	0.4 	0.2 	0.4 	0.9 	1.4 	0.8 	0.5 	0.7 	0.8 	0.6 
B1G,G-I,PCH_Q1_SCA,EE	3.3 	-0.3 	2.4 	0.6 	4.0 	-2.2 	4.6 	0.9 	-1.8 	-2.2 	4.4 	3.6 
B1G,G-I,PCH_Q1_SCA,EL	-3.5 p	-0.7 p	-3.1 p	-0.7 p	-0.1 p	0.1 p	1.3 p	0.3 p	1.0 p	0.3 p	1.3 p	0.9 p
B1G,G-I,PCH_Q1_SCA,ES	1.5 	0.9 	0.2 p	1.1 p	0.9 p	0.9 p	0.9 p	0.9 p	0.7 p	0.5 p	0.7 p	1.1 p
B1G,G-I,PCH_Q1_SCA,EU28	0.7 	0.5 	0.5 	0.3 	0.5 	1.1 	1.1 	0.7 	0.5 	0.7 	0.7 	0.8 
B1G,G-I,PCH_Q1_SCA,FI	1.3 	0.4 	1.0 	1.3 	-0.3 	0.8 	0.8 	0.5 	0.9 	0.8 	1.2 	-0.4 
B1G,G-I,PCH_Q1_SCA,FR	0.3 	0.2 	0.7 	-0.5 	0.3 	1.0 	1.4 	1.3 	1.0 	0.9 	0.3 	0.1 
B1G,G-I,PCH_Q1_SCA,HR	0.0 	-0.1 	3.2 	0.4 	1.5 	1.2 	1.0 	1.3 	1.2 	0.3 	1.4 	2.0 
B1G,G-I,PCH_Q1_SCA,HU	1.2 	0.5 	0.1 	0.3 	0.6 	1.2 	2.0 	2.0 	2.1 	2.0 	1.9 	1.6 
B1G,G-I,PCH_Q1_SCA,IE	2.7 	0.8 	2.7 	-0.3 	0.5 	-0.8 	1.3 	-0.5 	2.2 	1.2 	-0.3 	3.9 
B1G,G-I,PCH_Q1_SCA,IT	0.5 	0.4 	0.2 	0.6 	0.4 	0.6 	1.2 	0.0 	0.2 	0.8 	0.8 	0.5 
B1G,G-I,PCH_Q1_SCA,LT	0.4 	2.3 	-0.2 	1.2 	2.4 	1.9 	1.6 	0.8 	1.4 	1.1 	0.6 	1.5 
B1G,G-I,PCH_Q1_SCA,LU	-0.3 	-1.4 	6.6 	3.6 	-0.1 	-1.0 	1.5 	-2.0 	1.4 	3.1 	-0.6 	0.3 
B1G,G-I,PCH_Q1_SCA,LV	3.2 	0.8 	0.2 	1.6 	0.6 	-0.3 	4.4 	0.2 	1.1 	1.4 	-1.1 	2.2 
B1G,G-I,PCH_Q1_SCA,NL	1.5 	1.5 	-0.1 p	-0.2 p	0.5 p	0.8 p	2.1 p	0.9 p	0.5 p	0.3 p	1.6 p	1.7 p
B1G,G-I,PCH_Q1_SCA,NO	1.4 	-0.1 	1.5 	-0.6 	-0.3 	0.9 	0.4 	1.5 	0.8 	0.0 	0.0 	0.9 
B1G,G-I,PCH_Q1_SCA,PL	1.2 	1.1 	-0.1 	2.7 	0.4 	1.6 	2.9 	1.0 	1.6 	1.6 	1.5 	0.7 
B1G,G-I,PCH_Q1_SCA,PT	-0.3 	-0.3 	2.0 	-0.6 	1.1 	1.6 	1.4 	0.4 	1.1 	0.4 	1.1 	1.0 
B1G,G-I,PCH_Q1_SCA,RO	3.0 	1.2 	5.5 p	0.9 p	0.7 p	1.4 p	3.7 p	1.9 p	1.2 p	0.1 p	0.5 p	1.3 p
B1G,G-I,PCH_Q1_SCA,SE	3.0 	1.0 	1.6 	0.2 	0.2 	0.5 	-0.5 	1.2 	0.6 	0.7 	0.4 	1.7 
B1G,G-I,PCH_Q1_SCA,SI	1.2 	1.0 	1.3 	1.3 	1.7 	1.8 	1.8 	1.4 	1.1 	1.1 	1.0 	1.1 
B1G,G-I,PCH_Q1_SCA,UK	0.4 	0.7 	0.6 	0.4 	0.8 	1.7 	-0.1 	-0.1 	0.2 	0.4 	-0.1 	1.5 
B1G,G-I,PCH_Q4_NSA,AL	0.0 	2.6 	1.4 p	4.4 p	5.1 p	4.6 p	2.9 p	4.5 p	5.7 p	4.7 p	3.5 p	5.7 p
B1G,G-I,PCH_Q4_NSA,AT	1.9 	0.3 	2.3 	1.4 	1.6 	1.2 	1.9 	2.3 	0.8 	1.5 	3.4 	2.2 
B1G,G-I,PCH_Q4_NSA,BE	1.7 	2.1 	0.0 	-1.0 	-1.5 	-1.4 	0.8 	1.8 	1.5 	1.4 	0.8 	0.9 
B1G,G-I,PCH_Q4_NSA,BG	8.9 	3.3 	-0.7 	1.8 	1.2 	4.9 	6.4 	2.1 	0.5 	2.9 	4.0 p	1.4 p
B1G,G-I,PCH_Q4_NSA,CH	4.8 	1.6 	2.6 	3.9 	0.6 	0.4 	-0.5 	0.8 	2.1 	1.3 	1.8 	0.3 
B1G,G-I,PCH_Q4_NSA,CY	0.9 	2.4 	3.7 	5.3 	6.2 	6.6 	5.5 	7.9 	7.8 	5.7 	5.9 	5.2 
B1G,G-I,PCH_Q4_NSA,CZ	8.3 	9.5 	6.0 	4.3 	0.0 	-1.8 	-0.1 	2.8 	4.5 	4.8 	4.6 	3.8 
B1G,G-I,PCH_Q4_NSA,DE	1.3 	1.4 	0.4 	3.1 	0.4 	1.1 	5.1 	2.2 	3.5 	2.8 	1.9 	2.4 
