na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,L,PCH_Q1_SCA,AT	0.1 	0.3 	0.6 	0.5 	0.4 	0.3 	0.2 	0.3 	0.5 	0.6 	0.7 	0.7 
B1G,L,PCH_Q1_SCA,BE	0.3 	-0.7 	1.0 	0.4 	-0.9 	0.7 	0.2 	0.0 	-0.2 	0.1 	0.4 	: c
B1G,L,PCH_Q1_SCA,BG	-5.4 	-3.2 	11.0 	5.3 	-8.3 	-2.0 	14.4 	4.5 	-9.4 	-0.4 	13.6 p	4.6 p
B1G,L,PCH_Q1_SCA,CH	-0.3 	1.5 	0.2 	0.7 	0.2 	0.5 	-1.1 	0.5 	-0.2 	0.0 	1.4 	0.2 
B1G,L,PCH_Q1_SCA,CY	0.4 	1.6 	2.4 	1.5 	0.5 	0.4 	0.4 	0.3 	0.3 	0.3 	0.1 	0.2 
B1G,L,PCH_Q1_SCA,CZ	0.5 	0.6 	0.5 	1.8 	0.7 	0.4 	-1.0 	0.3 	-1.0 	-0.2 	1.5 	0.5 
B1G,L,PCH_Q1_SCA,DE	0.0 	0.3 	-0.6 	0.8 	-0.6 	0.0 	1.3 	-0.3 	0.4 	0.1 	0.8 	-0.1 
B1G,L,PCH_Q1_SCA,DK	0.2 	-0.4 	0.1 	1.3 	0.5 	0.2 	0.4 	0.8 	0.1 	1.3 	-0.9 	-0.3 
B1G,L,PCH_Q1_SCA,EA	0.0 	0.2 	0.0 	0.2 	0.0 	0.3 	0.4 	0.3 	0.4 	0.3 	0.6 	0.1 
B1G,L,PCH_Q1_SCA,EA19	0.0 	0.2 	0.0 	0.2 	0.0 	0.3 	0.4 	0.3 	0.4 	0.3 	0.6 	0.1 
B1G,L,PCH_Q1_SCA,EE	-0.2 	1.2 	1.3 	-0.2 	2.2 	0.2 	-1.3 	-0.3 	-0.6 	0.1 	0.9 	1.3 
B1G,L,PCH_Q1_SCA,EL	0.1 p	0.0 p	-0.1 p	0.0 p	0.0 p	0.0 p	0.2 p	0.0 p	0.0 p	0.0 p	0.2 p	0.0 p
B1G,L,PCH_Q1_SCA,ES	0.1 	0.4 	0.4 p	0.2 p	0.4 p	-0.1 p	-0.1 p	0.0 p	0.0 p	0.2 p	-0.1 p	0.0 p
B1G,L,PCH_Q1_SCA,EU28	0.2 	0.2 	0.1 	0.1 	0.0 	0.3 	0.5 	0.3 	0.3 	0.3 	0.5 	0.1 
B1G,L,PCH_Q1_SCA,FI	0.3 	0.7 	-0.1 	0.1 	0.3 	0.0 	0.6 	0.4 	0.5 	0.5 	0.5 	0.6 
B1G,L,PCH_Q1_SCA,FR	0.0 	0.0 	0.1 	-0.1 	0.2 	0.3 	0.5 	0.4 	0.3 	0.3 	0.1 	0.2 
B1G,L,PCH_Q1_SCA,HR	-0.1 	0.2 	0.0 	0.3 	0.0 	0.0 	0.1 	-0.1 	0.1 	0.1 	0.1 	0.1 
B1G,L,PCH_Q1_SCA,HU	0.3 	1.1 	1.1 	0.6 	1.1 	-0.4 	0.9 	0.6 	0.9 	1.6 	0.7 	0.9 
B1G,L,PCH_Q1_SCA,IE	0.8 	-0.2 	0.2 	1.1 	-0.1 	0.0 	0.7 	0.3 	0.3 	0.3 	0.1 	-0.1 
B1G,L,PCH_Q1_SCA,IT	-0.3 	-0.1 	0.0 	-0.5 	0.1 	0.5 	0.0 	0.8 	0.5 	0.2 	0.8 	0.4 
B1G,L,PCH_Q1_SCA,LT	0.7 	1.0 	0.2 	-0.2 	1.2 	-0.8 	-0.2 	0.0 	0.9 	-1.4 	0.1 	0.8 
B1G,L,PCH_Q1_SCA,LU	-1.0 	-0.5 	0.0 	2.8 	2.8 	1.4 	0.1 	-0.6 	0.2 	0.8 	1.6 	1.1 
B1G,L,PCH_Q1_SCA,LV	-0.9 	2.3 	-3.4 	0.9 	2.6 	-0.1 	-2.4 	0.2 	5.9 	-5.7 	5.9 	-4.9 
B1G,L,PCH_Q1_SCA,NL	0.8 	0.1 	-0.3 p	0.8 p	0.1 p	0.7 p	0.4 p	0.6 p	0.5 p	0.7 p	1.1 p	0.6 p
B1G,L,PCH_Q1_SCA,NO	0.5 	-3.0 	2.2 	0.5 	-0.1 	1.2 	0.6 	0.5 	0.8 	0.8 	1.1 	0.8 
B1G,L,PCH_Q1_SCA,PL	0.6 	1.1 	3.7 	1.5 	1.1 	0.4 	-0.5 	0.3 	0.3 	0.0 	0.1 	1.6 
B1G,L,PCH_Q1_SCA,PT	0.4 	0.4 	0.4 	0.4 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.2 	0.2 
B1G,L,PCH_Q1_SCA,RO	0.3 	-1.1 	-0.2 p	0.0 p	1.2 p	1.6 p	-0.5 p	0.7 p	0.6 p	1.6 p	-1.2 p	0.2 p
B1G,L,PCH_Q1_SCA,SE	0.0 	-0.9 	1.0 	2.1 	1.6 	-0.2 	2.3 	-2.0 	0.5 	1.8 	0.3 	1.1 
B1G,L,PCH_Q1_SCA,SI	0.9 	0.0 	-0.4 	0.0 	0.2 	-0.2 	0.9 	0.0 	0.2 	0.2 	-0.1 	0.3 
B1G,L,PCH_Q1_SCA,UK	0.9 	0.2 	0.1 	-0.6 	-0.2 	0.1 	0.4 	0.5 	0.2 	0.0 	0.2 	-0.1 
B1G,L,PCH_Q4_NSA,AL	5.0 	3.2 	3.1 p	1.9 p	0.0 p	-0.5 p	0.9 p	1.4 p	0.2 p	4.1 p	0.0 p	0.5 p
B1G,L,PCH_Q4_NSA,AT	-0.6 	0.0 	0.9 	1.5 	1.7 	1.7 	1.3 	1.2 	1.3 	1.6 	2.2 	2.5 
B1G,L,PCH_Q4_NSA,BE	0.2 	-2.1 	0.4 	1.0 	-0.2 	1.2 	0.4 	0.0 	0.7 	0.2 	0.5 	0.5 
B1G,L,PCH_Q4_NSA,BG	4.3 	-1.3 	6.3 	7.2 	2.6 	6.7 	6.7 	9.2 	3.7 	9.9 	5.9 p	7.3 p
B1G,L,PCH_Q4_NSA,CH	-0.3 	0.8 	1.5 	2.4 	2.5 	1.5 	0.6 	-0.2 	-0.5 	-0.9 	1.4 	1.5 
B1G,L,PCH_Q4_NSA,CY	-1.5 	0.4 	3.6 	6.1 	6.1 	4.8 	2.8 	1.6 	1.5 	1.3 	0.9 	0.8 
B1G,L,PCH_Q4_NSA,CZ	2.5 	1.8 	2.2 	3.5 	3.8 	3.4 	2.0 	0.5 	-0.9 	-2.2 	1.1 	0.9 
B1G,L,PCH_Q4_NSA,DE	0.3 	0.2 	0.3 	0.5 	-0.2 	-0.4 	1.4 	0.4 	1.3 	1.4 	0.9 	1.2 
B1G,L,PCH_Q4_NSA,DK	-0.3 	-1.0 	-0.9 	1.3 	1.6 	2.4 	2.2 	1.9 	1.5 	2.8 	1.1 	0.2 
B1G,L,PCH_Q4_NSA,EA	0.7 	0.5 	0.5 	0.4 	0.2 	0.3 	0.9 	0.9 	1.3 	1.4 	1.5 	1.3 
B1G,L,PCH_Q4_NSA,EA19	0.7 	0.5 	0.5 	0.4 	0.2 	0.3 	0.9 	0.9 	1.3 	1.4 	1.5 	1.3 
B1G,L,PCH_Q4_NSA,EE	4.7 	5.1 	3.8 	1.3 	5.3 	4.4 	-0.2 	2.7 	-2.8 	-3.1 	-0.3 	3.9 
B1G,L,PCH_Q4_NSA,EL	0.9 p	0.4 p	0.1 p	-0.1 p	-0.2 p	-0.1 p	0.2 p	0.2 p	0.2 p	0.2 p	0.2 p	0.2 p
B1G,L,PCH_Q4_NSA,ES	0.0 	0.3 	0.9 p	1.2 p	1.6 p	0.7 p	0.2 p	0.1 p	-0.2 p	0.3 p	0.0 p	0.1 p
B1G,L,PCH_Q4_NSA,EU28	1.5 	1.2 	1.0 	0.6 	0.3 	0.6 	0.7 	1.1 	1.4 	1.4 	1.8 	1.2 
B1G,L,PCH_Q4_NSA,FI	1.3 	1.9 	1.7 	1.1 	1.1 	-0.2 	1.2 	1.3 	1.5 	1.7 	2.1 	2.0 
B1G,L,PCH_Q4_NSA,FR	0.2 	0.1 	0.2 	0.2 	0.1 	0.4 	1.0 	1.2 	1.4 	1.4 	1.0 	0.9 
B1G,L,PCH_Q4_NSA,HR	0.1 	0.1 	0.2 	0.4 	0.4 	0.1 	0.4 	0.0 	0.2 	0.2 	0.3 	0.4 
B1G,L,PCH_Q4_NSA,HU	0.6 	1.4 	3.3 	3.2 	4.1 	2.1 	2.1 	2.2 	1.7 	4.7 	4.2 	4.6 
B1G,L,PCH_Q4_NSA,IE	0.0 	-1.2 	-0.9 	1.9 	1.0 	1.1 	1.7 	0.8 	1.3 	1.5 	1.0 	0.5 
B1G,L,PCH_Q4_NSA,IT	1.5 	0.8 	0.3 	-0.8 	-0.6 	0.0 	0.1 	1.3 	1.7 	1.5 	2.3 	2.0 
B1G,L,PCH_Q4_NSA,LT	3.0 	2.7 	2.4 	1.6 	2.9 	0.0 	-0.6 	0.3 	0.4 	-0.9 	-0.6 	0.5 
B1G,L,PCH_Q4_NSA,LU	0.5 	0.7 	-2.8 	1.3 	5.3 	7.2 	7.4 	3.7 	1.2 	0.5 	2.1 	3.8 
B1G,L,PCH_Q4_NSA,LV	1.0 	3.8 	-0.2 	-1.4 	2.5 	-0.2 	0.9 	0.0 	3.7 	-2.5 	5.8 	0.5 
B1G,L,PCH_Q4_NSA,MK	3.7 	5.6 	1.2 p	-0.9 p	-1.3 p	-0.9 p	0.7 e	-3.3 e	0.9 e	-0.6 e	-0.2 e	0.6 e
B1G,L,PCH_Q4_NSA,NL	3.3 	2.6 	1.1 p	1.8 p	0.1 p	0.7 p	1.8 p	2.0 p	2.0 p	2.1 p	2.9 p	2.4 p
B1G,L,PCH_Q4_NSA,NO	3.8 	2.3 	-1.7 	1.9 	-1.0 	6.5 	6.7 	-1.3 	2.0 	2.1 	0.0 	5.5 
B1G,L,PCH_Q4_NSA,PL	-2.0 	-1.7 	6.9 	7.9 	8.1 	6.7 	1.8 	1.6 	0.6 	0.0 	0.2 	2.3 
B1G,L,PCH_Q4_NSA,PT	1.6 	1.7 	1.6 	1.6 	1.4 	1.2 	1.0 	0.7 	0.6 	0.6 	0.6 	0.6 
B1G,L,PCH_Q4_NSA,RO	8.2 	9.5 	0.1 p	-1.4 p	-0.2 p	3.2 p	1.8 p	2.8 p	2.4 p	2.8 p	1.5 p	1.1 p
B1G,L,PCH_Q4_NSA,RS	-0.1 	0.4 	0.6 	-0.4 	0.2 	0.6 	0.1 p	0.1 p	0.1 p	0.1 p	0.1 p	0.1 p
B1G,L,PCH_Q4_NSA,SE	2.5 	0.4 	2.4 	1.7 	3.5 	4.6 	5.9 	1.6 	0.2 	2.9 	0.6 	3.6 
B1G,L,PCH_Q4_NSA,SI	0.2 	-0.2 	-0.1 	0.4 	0.0 	-0.8 	1.3 	1.0 	1.0 	1.4 	0.1 	0.7 
B1G,L,PCH_Q4_NSA,SK	5.8 	4.0 	2.5 	7.7 	5.0 	5.7 	0.7 	1.6 	4.5 	6.2 	11.3 	4.0 
B1G,L,PCH_Q4_NSA,TR	2.1 	1.8 	4.2 	4.6 	2.8 	2.8 	2.6 	2.1 	2.7 	2.9 	3.4 	0.2 
B1G,L,PCH_Q4_NSA,UK	4.5 	3.7 	2.5 	0.6 	-0.8 	0.1 	-1.2 	1.0 	1.7 	1.3 	3.5 	0.5 
