na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,O-Q,PCH_Q1_SCA,AT	0.4 	0.6 	0.2 	0.2 	0.2 	0.5 	0.1 	0.5 	0.2 	0.5 	0.4 	0.1 
B1G,O-Q,PCH_Q1_SCA,BE	-0.9 	0.6 	1.2 	0.6 	1.2 	0.7 	-0.2 	0.5 	0.5 	0.4 	-0.1 	0.3 
B1G,O-Q,PCH_Q1_SCA,BG	0.0 	-0.6 	-3.2 	0.8 	1.2 	0.5 	3.4 	-1.2 	1.4 	0.6 	0.8 p	0.8 p
B1G,O-Q,PCH_Q1_SCA,CH	0.5 	0.3 	0.8 	0.4 	0.6 	0.7 	0.5 	0.4 	0.6 	0.8 	0.6 	0.4 
B1G,O-Q,PCH_Q1_SCA,CY	0.4 	0.3 	0.4 	0.5 	0.2 	1.7 	0.2 	-0.1 	0.5 	0.5 	0.8 	0.5 
B1G,O-Q,PCH_Q1_SCA,CZ	0.2 	0.1 	0.7 	1.2 	0.5 	0.5 	0.3 	0.5 	-0.5 	0.9 	0.3 	1.1 
B1G,O-Q,PCH_Q1_SCA,DE	0.3 	0.7 	1.0 	0.6 	0.4 	0.6 	0.1 	0.5 	0.4 	0.2 	0.6 	0.2 
B1G,O-Q,PCH_Q1_SCA,DK	-0.1 	-1.8 	0.9 	1.1 	-0.7 	-0.3 	0.2 	-0.1 	0.2 	0.9 	-0.6 	0.1 
B1G,O-Q,PCH_Q1_SCA,EA	0.1 	0.3 	0.5 	0.3 	0.3 	0.4 	0.0 	0.4 	0.4 	0.3 	0.5 	0.2 
B1G,O-Q,PCH_Q1_SCA,EA19	0.1 	0.3 	0.5 	0.3 	0.3 	0.4 	0.0 	0.4 	0.4 	0.3 	0.5 	0.2 
B1G,O-Q,PCH_Q1_SCA,EE	0.2 	-0.3 	0.8 	0.1 	-0.2 	0.7 	-0.2 	0.1 	0.4 	-0.2 	-0.5 	0.2 
B1G,O-Q,PCH_Q1_SCA,EL	-1.0 p	-0.5 p	0.0 p	-0.2 p	-1.0 p	0.9 p	-1.4 p	0.1 p	0.9 p	0.0 p	0.7 p	0.5 p
B1G,O-Q,PCH_Q1_SCA,ES	0.6 	0.6 	0.1 p	0.2 p	0.6 p	0.0 p	0.5 p	0.7 p	0.4 p	0.6 p	0.5 p	0.4 p
