unit,co_nco,na_item,finpos,sector,geotime,date,value
PC_GDP,NCO,F4,LIAB,S11,AT,1995-01-01,65.7
PC_GDP,NCO,F4,LIAB,S11,AT,1996-01-01,67.2
PC_GDP,NCO,F4,LIAB,S11,AT,1997-01-01,69.1
PC_GDP,NCO,F4,LIAB,S11,AT,1998-01-01,70.5
PC_GDP,NCO,F4,LIAB,S11,AT,1999-01-01,73.6
PC_GDP,NCO,F4,LIAB,S11,AT,2000-01-01,79.2
PC_GDP,NCO,F4,LIAB,S11,AT,2001-01-01,81.8
PC_GDP,NCO,F4,LIAB,S11,AT,2002-01-01,81.1
PC_GDP,NCO,F4,LIAB,S11,AT,2003-01-01,81.8
PC_GDP,NCO,F4,LIAB,S11,AT,2004-01-01,77.7
PC_GDP,NCO,F4,LIAB,S11,AT,2005-01-01,75.4
PC_GDP,NCO,F4,LIAB,S11,AT,2006-01-01,76.3
PC_GDP,NCO,F4,LIAB,S11,AT,2007-01-01,80.8
PC_GDP,NCO,F4,LIAB,S11,AT,2008-01-01,82.8
PC_GDP,NCO,F4,LIAB,S11,AT,2009-01-01,81.8
PC_GDP,NCO,F4,LIAB,S11,AT,2010-01-01,82.8
PC_GDP,NCO,F4,LIAB,S11,AT,2011-01-01,81.1
PC_GDP,NCO,F4,LIAB,S11,AT,2012-01-01,79.5
PC_GDP,NCO,F4,LIAB,S11,AT,2013-01-01,82.7
PC_GDP,NCO,F4,LIAB,S11,AT,2014-01-01,79.0
PC_GDP,NCO,F4,LIAB,S11,AT,2015-01-01,79.3
PC_GDP,NCO,F4,LIAB,S11,AT,2016-01-01,79.8
PC_GDP,NCO,F4,LIAB,S11,AT,2017-01-01,80.5
PC_GDP,NCO,F4,LIAB,S11,BE,1995-01-01,64.7
PC_GDP,NCO,F4,LIAB,S11,BE,1996-01-01,66.2
PC_GDP,NCO,F4,LIAB,S11,BE,1997-01-01,72.3
PC_GDP,NCO,F4,LIAB,S11,BE,1998-01-01,78.1
PC_GDP,NCO,F4,LIAB,S11,BE,1999-01-01,90.1
PC_GDP,NCO,F4,LIAB,S11,BE,2000-01-01,100.8
PC_GDP,NCO,F4,LIAB,S11,BE,2001-01-01,108.6
PC_GDP,NCO,F4,LIAB,S11,BE,2002-01-01,105.5
PC_GDP,NCO,F4,LIAB,S11,BE,2003-01-01,111.5
PC_GDP,NCO,F4,LIAB,S11,BE,2004-01-01,112.7
PC_GDP,NCO,F4,LIAB,S11,BE,2005-01-01,109.6
PC_GDP,NCO,F4,LIAB,S11,BE,2006-01-01,109.3
PC_GDP,NCO,F4,LIAB,S11,BE,2007-01-01,118.3
PC_GDP,NCO,F4,LIAB,S11,BE,2008-01-01,136.6
PC_GDP,NCO,F4,LIAB,S11,BE,2009-01-01,141.2
PC_GDP,NCO,F4,LIAB,S11,BE,2010-01-01,129.4
PC_GDP,NCO,F4,LIAB,S11,BE,2011-01-01,136.2
PC_GDP,NCO,F4,LIAB,S11,BE,2012-01-01,138.8
PC_GDP,NCO,F4,LIAB,S11,BE,2013-01-01,138.8
PC_GDP,NCO,F4,LIAB,S11,BE,2014-01-01,137.4
PC_GDP,NCO,F4,LIAB,S11,BE,2015-01-01,139.2
PC_GDP,NCO,F4,LIAB,S11,BE,2016-01-01,157.9
PC_GDP,NCO,F4,LIAB,S11,BE,2017-01-01,145.5
PC_GDP,NCO,F4,LIAB,S11,BG,1995-01-01,30.4
PC_GDP,NCO,F4,LIAB,S11,BG,1996-01-01,51.0
PC_GDP,NCO,F4,LIAB,S11,BG,1997-01-01,10.1
PC_GDP,NCO,F4,LIAB,S11,BG,1998-01-01,9.9
PC_GDP,NCO,F4,LIAB,S11,BG,1999-01-01,18.1
PC_GDP,NCO,F4,LIAB,S11,BG,2000-01-01,32.2
PC_GDP,NCO,F4,LIAB,S11,BG,2001-01-01,42.8
PC_GDP,NCO,F4,LIAB,S11,BG,2002-01-01,41.0
PC_GDP,NCO,F4,LIAB,S11,BG,2003-01-01,49.4
PC_GDP,NCO,F4,LIAB,S11,BG,2004-01-01,60.2
PC_GDP,NCO,F4,LIAB,S11,BG,2005-01-01,72.6
PC_GDP,NCO,F4,LIAB,S11,BG,2006-01-01,75.8
PC_GDP,NCO,F4,LIAB,S11,BG,2007-01-01,100.8
PC_GDP,NCO,F4,LIAB,S11,BG,2008-01-01,107.7
PC_GDP,NCO,F4,LIAB,S11,BG,2009-01-01,114.1
PC_GDP,NCO,F4,LIAB,S11,BG,2010-01-01,112.8
PC_GDP,NCO,F4,LIAB,S11,BG,2011-01-01,107.8
PC_GDP,NCO,F4,LIAB,S11,BG,2012-01-01,109.6
PC_GDP,NCO,F4,LIAB,S11,BG,2013-01-01,116.0
PC_GDP,NCO,F4,LIAB,S11,BG,2014-01-01,110.0
PC_GDP,NCO,F4,LIAB,S11,BG,2015-01-01,96.6
PC_GDP,NCO,F4,LIAB,S11,BG,2016-01-01,91.1
PC_GDP,NCO,F4,LIAB,S11,BG,2017-01-01,84.4
PC_GDP,NCO,F4,LIAB,S11,CY,1995-01-01,254.3
PC_GDP,NCO,F4,LIAB,S11,CY,1996-01-01,248.4
PC_GDP,NCO,F4,LIAB,S11,CY,1997-01-01,245.9
PC_GDP,NCO,F4,LIAB,S11,CY,1998-01-01,239.5
PC_GDP,NCO,F4,LIAB,S11,CY,1999-01-01,226.1
PC_GDP,NCO,F4,LIAB,S11,CY,2000-01-01,226.2
PC_GDP,NCO,F4,LIAB,S11,CY,2001-01-01,198.4
PC_GDP,NCO,F4,LIAB,S11,CY,2002-01-01,202.7
PC_GDP,NCO,F4,LIAB,S11,CY,2003-01-01,188.4
PC_GDP,NCO,F4,LIAB,S11,CY,2004-01-01,178.9
PC_GDP,NCO,F4,LIAB,S11,CY,2005-01-01,180.8
PC_GDP,NCO,F4,LIAB,S11,CY,2006-01-01,172.6
PC_GDP,NCO,F4,LIAB,S11,CY,2007-01-01,173.5
PC_GDP,NCO,F4,LIAB,S11,CY,2008-01-01,186.9
PC_GDP,NCO,F4,LIAB,S11,CY,2009-01-01,198.3
PC_GDP,NCO,F4,LIAB,S11,CY,2010-01-01,202.2
PC_GDP,NCO,F4,LIAB,S11,CY,2011-01-01,205.3
PC_GDP,NCO,F4,LIAB,S11,CY,2012-01-01,203.4
PC_GDP,NCO,F4,LIAB,S11,CY,2013-01-01,213.1
PC_GDP,NCO,F4,LIAB,S11,CY,2014-01-01,223.1
PC_GDP,NCO,F4,LIAB,S11,CY,2015-01-01,226.9
PC_GDP,NCO,F4,LIAB,S11,CY,2016-01-01,219.5
PC_GDP,NCO,F4,LIAB,S11,CY,2017-01-01,209.2
PC_GDP,NCO,F4,LIAB,S11,CZ,1995-01-01,55.8
PC_GDP,NCO,F4,LIAB,S11,CZ,1996-01-01,57.3
PC_GDP,NCO,F4,LIAB,S11,CZ,1997-01-01,65.1
PC_GDP,NCO,F4,LIAB,S11,CZ,1998-01-01,55.6
PC_GDP,NCO,F4,LIAB,S11,CZ,1999-01-01,53.2
PC_GDP,NCO,F4,LIAB,S11,CZ,2000-01-01,49.4
PC_GDP,NCO,F4,LIAB,S11,CZ,2001-01-01,43.3
PC_GDP,NCO,F4,LIAB,S11,CZ,2002-01-01,42.2
PC_GDP,NCO,F4,LIAB,S11,CZ,2003-01-01,36.1
PC_GDP,NCO,F4,LIAB,S11,CZ,2004-01-01,34.9
PC_GDP,NCO,F4,LIAB,S11,CZ,2005-01-01,33.5
PC_GDP,NCO,F4,LIAB,S11,CZ,2006-01-01,34.9
PC_GDP,NCO,F4,LIAB,S11,CZ,2007-01-01,34.7
PC_GDP,NCO,F4,LIAB,S11,CZ,2008-01-01,37.6
PC_GDP,NCO,F4,LIAB,S11,CZ,2009-01-01,36.7
PC_GDP,NCO,F4,LIAB,S11,CZ,2010-01-01,36.4
PC_GDP,NCO,F4,LIAB,S11,CZ,2011-01-01,37.8
PC_GDP,NCO,F4,LIAB,S11,CZ,2012-01-01,39.7
PC_GDP,NCO,F4,LIAB,S11,CZ,2013-01-01,44.7
PC_GDP,NCO,F4,LIAB,S11,CZ,2014-01-01,41.9
PC_GDP,NCO,F4,LIAB,S11,CZ,2015-01-01,40.5
PC_GDP,NCO,F4,LIAB,S11,CZ,2016-01-01,39.3
PC_GDP,NCO,F4,LIAB,S11,CZ,2017-01-01,39.9
PC_GDP,NCO,F4,LIAB,S11,DE,1995-01-01,47.5
PC_GDP,NCO,F4,LIAB,S11,DE,1996-01-01,49.3
PC_GDP,NCO,F4,LIAB,S11,DE,1997-01-01,51.0
PC_GDP,NCO,F4,LIAB,S11,DE,1998-01-01,53.0
PC_GDP,NCO,F4,LIAB,S11,DE,1999-01-01,52.2
PC_GDP,NCO,F4,LIAB,S11,DE,2000-01-01,55.3
PC_GDP,NCO,F4,LIAB,S11,DE,2001-01-01,56.5
PC_GDP,NCO,F4,LIAB,S11,DE,2002-01-01,57.2
PC_GDP,NCO,F4,LIAB,S11,DE,2003-01-01,56.5
PC_GDP,NCO,F4,LIAB,S11,DE,2004-01-01,52.9
PC_GDP,NCO,F4,LIAB,S11,DE,2005-01-01,51.4
PC_GDP,NCO,F4,LIAB,S11,DE,2006-01-01,51.5
PC_GDP,NCO,F4,LIAB,S11,DE,2007-01-01,51.3
PC_GDP,NCO,F4,LIAB,S11,DE,2008-01-01,51.8
PC_GDP,NCO,F4,LIAB,S11,DE,2009-01-01,53.0
PC_GDP,NCO,F4,LIAB,S11,DE,2010-01-01,50.0
PC_GDP,NCO,F4,LIAB,S11,DE,2011-01-01,48.5
PC_GDP,NCO,F4,LIAB,S11,DE,2012-01-01,48.4
PC_GDP,NCO,F4,LIAB,S11,DE,2013-01-01,50.0
PC_GDP,NCO,F4,LIAB,S11,DE,2014-01-01,47.4
PC_GDP,NCO,F4,LIAB,S11,DE,2015-01-01,47.5
PC_GDP,NCO,F4,LIAB,S11,DE,2016-01-01,46.8
PC_GDP,NCO,F4,LIAB,S11,DE,2017-01-01,48.0
PC_GDP,NCO,F4,LIAB,S11,DK,1995-01-01,57.2
PC_GDP,NCO,F4,LIAB,S11,DK,1996-01-01,60.0
PC_GDP,NCO,F4,LIAB,S11,DK,1997-01-01,61.1
PC_GDP,NCO,F4,LIAB,S11,DK,1998-01-01,54.9
PC_GDP,NCO,F4,LIAB,S11,DK,1999-01-01,59.8
PC_GDP,NCO,F4,LIAB,S11,DK,2000-01-01,66.3
PC_GDP,NCO,F4,LIAB,S11,DK,2001-01-01,72.5
PC_GDP,NCO,F4,LIAB,S11,DK,2002-01-01,67.5
PC_GDP,NCO,F4,LIAB,S11,DK,2003-01-01,68.1
PC_GDP,NCO,F4,LIAB,S11,DK,2004-01-01,67.5
PC_GDP,NCO,F4,LIAB,S11,DK,2005-01-01,68.3
PC_GDP,NCO,F4,LIAB,S11,DK,2006-01-01,83.3
PC_GDP,NCO,F4,LIAB,S11,DK,2007-01-01,87.6
