unit,co_nco,na_item,finpos,sector,geo\time,date,value
PC_GDP,CO,F4,LIAB,S11,AT,1995-01-01,56.7 
PC_GDP,CO,F4,LIAB,S11,AT,1996-01-01,57.8 
PC_GDP,CO,F4,LIAB,S11,AT,1997-01-01,59.4 
PC_GDP,CO,F4,LIAB,S11,AT,1998-01-01,60.6 
PC_GDP,CO,F4,LIAB,S11,AT,1999-01-01,63.2 
PC_GDP,CO,F4,LIAB,S11,AT,2000-01-01,68.3 
PC_GDP,CO,F4,LIAB,S11,AT,2001-01-01,70.5 
PC_GDP,CO,F4,LIAB,S11,AT,2002-01-01,69.6 
PC_GDP,CO,F4,LIAB,S11,AT,2003-01-01,70.2 
PC_GDP,CO,F4,LIAB,S11,AT,2004-01-01,66.5 
PC_GDP,CO,F4,LIAB,S11,AT,2005-01-01,64.1 
PC_GDP,CO,F4,LIAB,S11,AT,2006-01-01,62.7 
PC_GDP,CO,F4,LIAB,S11,AT,2007-01-01,64.8 
PC_GDP,CO,F4,LIAB,S11,AT,2008-01-01,67.2 
PC_GDP,CO,F4,LIAB,S11,AT,2009-01-01,68.9 
PC_GDP,CO,F4,LIAB,S11,AT,2010-01-01,67.9 
PC_GDP,CO,F4,LIAB,S11,AT,2011-01-01,65.5 
PC_GDP,CO,F4,LIAB,S11,AT,2012-01-01,64.6
PC_GDP,CO,F4,LIAB,S11,AT,2013-01-01,63.5
PC_GDP,CO,F4,LIAB,S11,AT,2014-01-01,61.5
PC_GDP,CO,F4,LIAB,S11,AT,2015-01-01,61.3
PC_GDP,CO,F4,LIAB,S11,AT,2016-01-01,60.5
PC_GDP,CO,F4,LIAB,S11,AT,2017-01-01,61.2 
PC_GDP,CO,F4,LIAB,S11,BE,1995-01-01,51.8 
PC_GDP,CO,F4,LIAB,S11,BE,1996-01-01,54.6 
PC_GDP,CO,F4,LIAB,S11,BE,1997-01-01,57.6 
PC_GDP,CO,F4,LIAB,S11,BE,1998-01-01,60.5 
PC_GDP,CO,F4,LIAB,S11,BE,1999-01-01,66.4 
PC_GDP,CO,F4,LIAB,S11,BE,2000-01-01,69.9 
PC_GDP,CO,F4,LIAB,S11,BE,2001-01-01,70.3 
PC_GDP,CO,F4,LIAB,S11,BE,2002-01-01,69.5 
PC_GDP,CO,F4,LIAB,S11,BE,2003-01-01,73.9 
PC_GDP,CO,F4,LIAB,S11,BE,2004-01-01,76.1 
PC_GDP,CO,F4,LIAB,S11,BE,2005-01-01,74.5 
PC_GDP,CO,F4,LIAB,S11,BE,2006-01-01,73.9 
PC_GDP,CO,F4,LIAB,S11,BE,2007-01-01,83.6 
PC_GDP,CO,F4,LIAB,S11,BE,2008-01-01,109.2 
PC_GDP,CO,F4,LIAB,S11,BE,2009-01-01,107.8 
PC_GDP,CO,F4,LIAB,S11,BE,2010-01-01,104.7 
PC_GDP,CO,F4,LIAB,S11,BE,2011-01-01,114.8 
PC_GDP,CO,F4,LIAB,S11,BE,2012-01-01,120.2
PC_GDP,CO,F4,LIAB,S11,BE,2013-01-01,99.6
PC_GDP,CO,F4,LIAB,S11,BE,2014-01-01,97.1
PC_GDP,CO,F4,LIAB,S11,BE,2015-01-01,109.5
PC_GDP,CO,F4,LIAB,S11,BE,2016-01-01,125.0
PC_GDP,CO,F4,LIAB,S11,BE,2017-01-01,113.0 
PC_GDP,CO,F4,LIAB,S11,BG,1995-01-01,30.1 
PC_GDP,CO,F4,LIAB,S11,BG,1996-01-01,50.3 
PC_GDP,CO,F4,LIAB,S11,BG,1997-01-01,9.1 
PC_GDP,CO,F4,LIAB,S11,BG,1998-01-01,8.6 
PC_GDP,CO,F4,LIAB,S11,BG,1999-01-01,14.2 
PC_GDP,CO,F4,LIAB,S11,BG,2000-01-01,23.7 
PC_GDP,CO,F4,LIAB,S11,BG,2001-01-01,25.2 
PC_GDP,CO,F4,LIAB,S11,BG,2002-01-01,27.7 
PC_GDP,CO,F4,LIAB,S11,BG,2003-01-01,33.7 
PC_GDP,CO,F4,LIAB,S11,BG,2004-01-01,45.7 
PC_GDP,CO,F4,LIAB,S11,BG,2005-01-01,56.5 
PC_GDP,CO,F4,LIAB,S11,BG,2006-01-01,70.5 
PC_GDP,CO,F4,LIAB,S11,BG,2007-01-01,99.6 
PC_GDP,CO,F4,LIAB,S11,BG,2008-01-01,103.9 
PC_GDP,CO,F4,LIAB,S11,BG,2009-01-01,105.5 
PC_GDP,CO,F4,LIAB,S11,BG,2010-01-01,105.1 
PC_GDP,CO,F4,LIAB,S11,BG,2011-01-01,99.0 
PC_GDP,CO,F4,LIAB,S11,BG,2012-01-01,100.5
PC_GDP,CO,F4,LIAB,S11,BG,2013-01-01,105.7
PC_GDP,CO,F4,LIAB,S11,BG,2014-01-01,97.2
PC_GDP,CO,F4,LIAB,S11,BG,2015-01-01,85.9
PC_GDP,CO,F4,LIAB,S11,BG,2016-01-01,79.9
PC_GDP,CO,F4,LIAB,S11,BG,2017-01-01,75.6 
PC_GDP,CO,F4,LIAB,S11,CY,1995-01-01,254.3 
PC_GDP,CO,F4,LIAB,S11,CY,1996-01-01,248.4 
PC_GDP,CO,F4,LIAB,S11,CY,1997-01-01,245.9 
PC_GDP,CO,F4,LIAB,S11,CY,1998-01-01,239.5 
PC_GDP,CO,F4,LIAB,S11,CY,1999-01-01,226.1 
PC_GDP,CO,F4,LIAB,S11,CY,2000-01-01,226.2 
PC_GDP,CO,F4,LIAB,S11,CY,2001-01-01,198.4 
PC_GDP,CO,F4,LIAB,S11,CY,2002-01-01,202.7 
PC_GDP,CO,F4,LIAB,S11,CY,2003-01-01,188.4 
PC_GDP,CO,F4,LIAB,S11,CY,2004-01-01,175.3 
PC_GDP,CO,F4,LIAB,S11,CY,2005-01-01,176.9 
PC_GDP,CO,F4,LIAB,S11,CY,2006-01-01,168.6 
PC_GDP,CO,F4,LIAB,S11,CY,2007-01-01,169.1 
PC_GDP,CO,F4,LIAB,S11,CY,2008-01-01,182.4 
PC_GDP,CO,F4,LIAB,S11,CY,2009-01-01,193.5 
PC_GDP,CO,F4,LIAB,S11,CY,2010-01-01,197.2 
PC_GDP,CO,F4,LIAB,S11,CY,2011-01-01,200.0 
PC_GDP,CO,F4,LIAB,S11,CY,2012-01-01,201.1
PC_GDP,CO,F4,LIAB,S11,CY,2013-01-01,211.9
PC_GDP,CO,F4,LIAB,S11,CY,2014-01-01,221.9
PC_GDP,CO,F4,LIAB,S11,CY,2015-01-01,225.7
PC_GDP,CO,F4,LIAB,S11,CY,2016-01-01,218.5
PC_GDP,CO,F4,LIAB,S11,CY,2017-01-01,208.3 
PC_GDP,CO,F4,LIAB,S11,CZ,1995-01-01,51.6 
PC_GDP,CO,F4,LIAB,S11,CZ,1996-01-01,53.3 
PC_GDP,CO,F4,LIAB,S11,CZ,1997-01-01,61.1 
PC_GDP,CO,F4,LIAB,S11,CZ,1998-01-01,51.3 
PC_GDP,CO,F4,LIAB,S11,CZ,1999-01-01,48.7 
PC_GDP,CO,F4,LIAB,S11,CZ,2000-01-01,44.5 
PC_GDP,CO,F4,LIAB,S11,CZ,2001-01-01,38.3 
PC_GDP,CO,F4,LIAB,S11,CZ,2002-01-01,36.8 
PC_GDP,CO,F4,LIAB,S11,CZ,2003-01-01,30.8 
PC_GDP,CO,F4,LIAB,S11,CZ,2004-01-01,29.9 
PC_GDP,CO,F4,LIAB,S11,CZ,2005-01-01,29.1 
PC_GDP,CO,F4,LIAB,S11,CZ,2006-01-01,31.2 
PC_GDP,CO,F4,LIAB,S11,CZ,2007-01-01,31.5 
PC_GDP,CO,F4,LIAB,S11,CZ,2008-01-01,34.7 
PC_GDP,CO,F4,LIAB,S11,CZ,2009-01-01,32.6 
PC_GDP,CO,F4,LIAB,S11,CZ,2010-01-01,32.5 
PC_GDP,CO,F4,LIAB,S11,CZ,2011-01-01,32.2 
PC_GDP,CO,F4,LIAB,S11,CZ,2012-01-01,33.7
PC_GDP,CO,F4,LIAB,S11,CZ,2013-01-01,34.4
PC_GDP,CO,F4,LIAB,S11,CZ,2014-01-01,33.0
PC_GDP,CO,F4,LIAB,S11,CZ,2015-01-01,30.9
PC_GDP,CO,F4,LIAB,S11,CZ,2016-01-01,31.3
PC_GDP,CO,F4,LIAB,S11,CZ,2017-01-01,31.3 
PC_GDP,CO,F4,LIAB,S11,DE,1995-01-01,42.7 
PC_GDP,CO,F4,LIAB,S11,DE,1996-01-01,44.4 
PC_GDP,CO,F4,LIAB,S11,DE,1997-01-01,45.8 
PC_GDP,CO,F4,LIAB,S11,DE,1998-01-01,47.3 
PC_GDP,CO,F4,LIAB,S11,DE,1999-01-01,47.2 
PC_GDP,CO,F4,LIAB,S11,DE,2000-01-01,49.6 
PC_GDP,CO,F4,LIAB,S11,DE,2001-01-01,50.4 
PC_GDP,CO,F4,LIAB,S11,DE,2002-01-01,49.3 
PC_GDP,CO,F4,LIAB,S11,DE,2003-01-01,48.5 
PC_GDP,CO,F4,LIAB,S11,DE,2004-01-01,45.7 
PC_GDP,CO,F4,LIAB,S11,DE,2005-01-01,44.7 
PC_GDP,CO,F4,LIAB,S11,DE,2006-01-01,44.4 
PC_GDP,CO,F4,LIAB,S11,DE,2007-01-01,45.0 
PC_GDP,CO,F4,LIAB,S11,DE,2008-01-01,45.2 
PC_GDP,CO,F4,LIAB,S11,DE,2009-01-01,46.1 
PC_GDP,CO,F4,LIAB,S11,DE,2010-01-01,42.5 
PC_GDP,CO,F4,LIAB,S11,DE,2011-01-01,41.5 
PC_GDP,CO,F4,LIAB,S11,DE,2012-01-01,40.7
PC_GDP,CO,F4,LIAB,S11,DE,2013-01-01,42.5
PC_GDP,CO,F4,LIAB,S11,DE,2014-01-01,39.5
PC_GDP,CO,F4,LIAB,S11,DE,2015-01-01,39.9
PC_GDP,CO,F4,LIAB,S11,DE,2016-01-01,39.8
PC_GDP,CO,F4,LIAB,S11,DE,2017-01-01,40.9 
PC_GDP,CO,F4,LIAB,S11,DK,1995-01-01,53.0 
PC_GDP,CO,F4,LIAB,S11,DK,1996-01-01,54.9 
PC_GDP,CO,F4,LIAB,S11,DK,1997-01-01,52.8 
PC_GDP,CO,F4,LIAB,S11,DK,1998-01-01,49.7 
PC_GDP,CO,F4,LIAB,S11,DK,1999-01-01,52.7 
PC_GDP,CO,F4,LIAB,S11,DK,2000-01-01,62.9 
PC_GDP,CO,F4,LIAB,S11,DK,2001-01-01,68.7 
PC_GDP,CO,F4,LIAB,S11,DK,2002-01-01,62.3 
PC_GDP,CO,F4,LIAB,S11,DK,2003-01-01,64.0 
PC_GDP,CO,F4,LIAB,S11,DK,2004-01-01,58.3 
PC_GDP,CO,F4,LIAB,S11,DK,2005-01-01,65.0 
PC_GDP,CO,F4,LIAB,S11,DK,2006-01-01,73.0 
PC_GDP,CO,F4,LIAB,S11,DK,2007-01-01,75.6 
PC_GDP,CO,F4,LIAB,S11,DK,2008-01-01,86.8 
PC_GDP,CO,F4,LIAB,S11,DK,2009-01-01,83.3 
PC_GDP,CO,F4,LIAB,S11,DK,2010-01-01,75.7 
PC_GDP,CO,F4,LIAB,S11,DK,2011-01-01,75.4 
PC_GDP,CO,F4,LIAB,S11,DK,2012-01-01,78.9
PC_GDP,CO,F4,LIAB,S11,DK,2013-01-01,74.0
PC_GDP,CO,F4,LIAB,S11,DK,2014-01-01,73.5
PC_GDP,CO,F4,LIAB,S11,DK,2015-01-01,74.9
PC_GDP,CO,F4,LIAB,S11,DK,2016-01-01,73.5
PC_GDP,CO,F4,LIAB,S11,DK,2017-01-01,67.1 
PC_GDP,CO,F4,LIAB,S11,EE,1995-01-01,24.7 
PC_GDP,CO,F4,LIAB,S11,EE,1996-01-01,28.0 
PC_GDP,CO,F4,LIAB,S11,EE,1997-01-01,39.5 
PC_GDP,CO,F4,LIAB,S11,EE,1998-01-01,44.7 
PC_GDP,CO,F4,LIAB,S11,EE,1999-01-01,42.3 
PC_GDP,CO,F4,LIAB,S11,EE,2000-01-01,42.8 
PC_GDP,CO,F4,LIAB,S11,EE,2001-01-01,48.1 
PC_GDP,CO,F4,LIAB,S11,EE,2002-01-01,47.6 
PC_GDP,CO,F4,LIAB,S11,EE,2003-01-01,52.9 
PC_GDP,CO,F4,LIAB,S11,EE,2004-01-01,58.0 
PC_GDP,CO,F4,LIAB,S11,EE,2005-01-01,60.4 
PC_GDP,CO,F4,LIAB,S11,EE,2006-01-01,69.0 
PC_GDP,CO,F4,LIAB,S11,EE,2007-01-01,73.6 
PC_GDP,CO,F4,LIAB,S11,EE,2008-01-01,81.8 
PC_GDP,CO,F4,LIAB,S11,EE,2009-01-01,91.6 
PC_GDP,CO,F4,LIAB,S11,EE,2010-01-01,82.8 
PC_GDP,CO,F4,LIAB,S11,EE,2011-01-01,70.4 
PC_GDP,CO,F4,LIAB,S11,EE,2012-01-01,69.6
PC_GDP,CO,F4,LIAB,S11,EE,2013-01-01,69.4
PC_GDP,CO,F4,LIAB,S11,EE,2014-01-01,70.3
PC_GDP,CO,F4,LIAB,S11,EE,2015-01-01,67.2
PC_GDP,CO,F4,LIAB,S11,EE,2016-01-01,65.9
