unit,co_nco,sector,finpos,na_item,geotime,date,value
PC_GDP,CO,S12,LIAB,F,AT,1995-01-01,193.7
PC_GDP,CO,S12,LIAB,F,AT,1996-01-01,202.4
PC_GDP,CO,S12,LIAB,F,AT,1997-01-01,208.1
PC_GDP,CO,S12,LIAB,F,AT,1998-01-01,212.5
PC_GDP,CO,S12,LIAB,F,AT,1999-01-01,231.7
PC_GDP,CO,S12,LIAB,F,AT,2000-01-01,247.6
PC_GDP,CO,S12,LIAB,F,AT,2001-01-01,250.0
PC_GDP,CO,S12,LIAB,F,AT,2002-01-01,244.2
PC_GDP,CO,S12,LIAB,F,AT,2003-01-01,253.8
PC_GDP,CO,S12,LIAB,F,AT,2004-01-01,267.5
PC_GDP,CO,S12,LIAB,F,AT,2005-01-01,320.0
PC_GDP,CO,S12,LIAB,F,AT,2006-01-01,339.9
PC_GDP,CO,S12,LIAB,F,AT,2007-01-01,348.8
PC_GDP,CO,S12,LIAB,F,AT,2008-01-01,343.3
PC_GDP,CO,S12,LIAB,F,AT,2009-01-01,349.0
PC_GDP,CO,S12,LIAB,F,AT,2010-01-01,342.6
PC_GDP,CO,S12,LIAB,F,AT,2011-01-01,331.3
PC_GDP,CO,S12,LIAB,F,AT,2012-01-01,329.2
PC_GDP,CO,S12,LIAB,F,AT,2013-01-01,318.6
PC_GDP,CO,S12,LIAB,F,AT,2014-01-01,313.0
PC_GDP,CO,S12,LIAB,F,AT,2015-01-01,304.1
PC_GDP,CO,S12,LIAB,F,AT,2016-01-01,287.3
PC_GDP,CO,S12,LIAB,F,AT,2017-01-01,280.8
PC_GDP,CO,S12,LIAB,F,BE,1995-01-01,317.8
PC_GDP,CO,S12,LIAB,F,BE,1996-01-01,329.8
PC_GDP,CO,S12,LIAB,F,BE,1997-01-01,343.4
PC_GDP,CO,S12,LIAB,F,BE,1998-01-01,359.6
PC_GDP,CO,S12,LIAB,F,BE,1999-01-01,370.9
PC_GDP,CO,S12,LIAB,F,BE,2000-01-01,367.9
PC_GDP,CO,S12,LIAB,F,BE,2001-01-01,386.3
PC_GDP,CO,S12,LIAB,F,BE,2002-01-01,374.7
PC_GDP,CO,S12,LIAB,F,BE,2003-01-01,399.8
PC_GDP,CO,S12,LIAB,F,BE,2004-01-01,423.5
PC_GDP,CO,S12,LIAB,F,BE,2005-01-01,477.6
PC_GDP,CO,S12,LIAB,F,BE,2006-01-01,503.2
PC_GDP,CO,S12,LIAB,F,BE,2007-01-01,541.3
PC_GDP,CO,S12,LIAB,F,BE,2008-01-01,503.7
PC_GDP,CO,S12,LIAB,F,BE,2009-01-01,510.6
PC_GDP,CO,S12,LIAB,F,BE,2010-01-01,486.8
PC_GDP,CO,S12,LIAB,F,BE,2011-01-01,489.9
PC_GDP,CO,S12,LIAB,F,BE,2012-01-01,450.9
PC_GDP,CO,S12,LIAB,F,BE,2013-01-01,455.6
PC_GDP,CO,S12,LIAB,F,BE,2014-01-01,465.8
PC_GDP,CO,S12,LIAB,F,BE,2015-01-01,464.0
PC_GDP,CO,S12,LIAB,F,BE,2016-01-01,455.4
PC_GDP,CO,S12,LIAB,F,BE,2017-01-01,439.2
PC_GDP,CO,S12,LIAB,F,BG,1995-01-01,109.7
PC_GDP,CO,S12,LIAB,F,BG,1996-01-01,186.0
PC_GDP,CO,S12,LIAB,F,BG,1997-01-01,70.5
PC_GDP,CO,S12,LIAB,F,BG,1998-01-01,55.3
PC_GDP,CO,S12,LIAB,F,BG,1999-01-01,69.9
PC_GDP,CO,S12,LIAB,F,BG,2000-01-01,80.4
PC_GDP,CO,S12,LIAB,F,BG,2001-01-01,77.6
PC_GDP,CO,S12,LIAB,F,BG,2002-01-01,75.3
