na_item,co_nco,sector,finpos,unit,geotime,date,value
F,CO,S12,LIAB,MIO_NAC,CY,2000-01-01,34170
F,CO,S12,LIAB,MIO_NAC,CY,2001-01-01,37705
F,CO,S12,LIAB,MIO_NAC,CY,2002-01-01,38407
F,CO,S12,LIAB,MIO_NAC,CY,2003-01-01,42550
F,CO,S12,LIAB,MIO_NAC,CY,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,CY,2017-01-01,287448
F,CO,S12,LIAB,MIO_NAC,CZ,1995-01-01,1644135
F,CO,S12,LIAB,MIO_NAC,CZ,1996-01-01,1839049
F,CO,S12,LIAB,MIO_NAC,CZ,1997-01-01,2136656
F,CO,S12,LIAB,MIO_NAC,CZ,1998-01-01,2264604
F,CO,S12,LIAB,MIO_NAC,CZ,1999-01-01,2460139
F,CO,S12,LIAB,MIO_NAC,CZ,2000-01-01,2628778
F,CO,S12,LIAB,MIO_NAC,CZ,2001-01-01,2782461
F,CO,S12,LIAB,MIO_NAC,CZ,2002-01-01,2914705
F,CO,S12,LIAB,MIO_NAC,CZ,2003-01-01,3180371
F,CO,S12,LIAB,MIO_NAC,CZ,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,CZ,2017-01-01,9429207
F,CO,S12,LIAB,MIO_NAC,DE,1995-01-01,4641965
F,CO,S12,LIAB,MIO_NAC,DE,1996-01-01,5099312
F,CO,S12,LIAB,MIO_NAC,DE,1997-01-01,5795349
F,CO,S12,LIAB,MIO_NAC,DE,1998-01-01,6567724
F,CO,S12,LIAB,MIO_NAC,DE,1999-01-01,7417094
F,CO,S12,LIAB,MIO_NAC,DE,2000-01-01,8032257
F,CO,S12,LIAB,MIO_NAC,DE,2001-01-01,8506112
F,CO,S12,LIAB,MIO_NAC,DE,2002-01-01,8579758
F,CO,S12,LIAB,MIO_NAC,DE,2003-01-01,8900021
F,CO,S12,LIAB,MIO_NAC,DE,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,DE,2017-01-01,12939053
F,CO,S12,LIAB,MIO_NAC,DK,1995-01-01,2762932
F,CO,S12,LIAB,MIO_NAC,DK,1996-01-01,3106326
F,CO,S12,LIAB,MIO_NAC,DK,1997-01-01,3733857
F,CO,S12,LIAB,MIO_NAC,DK,1998-01-01,4319904
F,CO,S12,LIAB,MIO_NAC,DK,1999-01-01,4847742
F,CO,S12,LIAB,MIO_NAC,DK,2000-01-01,5311684
F,CO,S12,LIAB,MIO_NAC,DK,2001-01-01,5043795
F,CO,S12,LIAB,MIO_NAC,DK,2002-01-01,4932429
F,CO,S12,LIAB,MIO_NAC,DK,2003-01-01,5204443
F,CO,S12,LIAB,MIO_NAC,DK,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,DK,2017-01-01,11754025
F,CO,S12,LIAB,MIO_NAC,EE,1995-01-01,1358
F,CO,S12,LIAB,MIO_NAC,EE,1996-01-01,2259
F,CO,S12,LIAB,MIO_NAC,EE,1997-01-01,3920
F,CO,S12,LIAB,MIO_NAC,EE,1998-01-01,3575
F,CO,S12,LIAB,MIO_NAC,EE,1999-01-01,4303
F,CO,S12,LIAB,MIO_NAC,EE,2000-01-01,6178
F,CO,S12,LIAB,MIO_NAC,EE,2001-01-01,6842
F,CO,S12,LIAB,MIO_NAC,EE,2002-01-01,8384
F,CO,S12,LIAB,MIO_NAC,EE,2003-01-01,9317
F,CO,S12,LIAB,MIO_NAC,EE,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,EE,2017-01-01,39435
F,CO,S12,LIAB,MIO_NAC,EL,1995-01-01,103552
F,CO,S12,LIAB,MIO_NAC,EL,1996-01-01,119266
F,CO,S12,LIAB,MIO_NAC,EL,1997-01-01,138710
F,CO,S12,LIAB,MIO_NAC,EL,1998-01-01,160170
F,CO,S12,LIAB,MIO_NAC,EL,1999-01-01,232117
F,CO,S12,LIAB,MIO_NAC,EL,2000-01-01,228011
F,CO,S12,LIAB,MIO_NAC,EL,2001-01-01,235641
F,CO,S12,LIAB,MIO_NAC,EL,2002-01-01,234439
F,CO,S12,LIAB,MIO_NAC,EL,2003-01-01,251974
F,CO,S12,LIAB,MIO_NAC,EL,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,EL,2017-01-01,327517
F,CO,S12,LIAB,MIO_NAC,ES,1995-01-01,683914
F,CO,S12,LIAB,MIO_NAC,ES,1996-01-01,781217
F,CO,S12,LIAB,MIO_NAC,ES,1997-01-01,900646
F,CO,S12,LIAB,MIO_NAC,ES,1998-01-01,1030654
F,CO,S12,LIAB,MIO_NAC,ES,1999-01-01,1178868
F,CO,S12,LIAB,MIO_NAC,ES,2000-01-01,1316472
F,CO,S12,LIAB,MIO_NAC,ES,2001-01-01,1409612
F,CO,S12,LIAB,MIO_NAC,ES,2002-01-01,1490374
F,CO,S12,LIAB,MIO_NAC,ES,2003-01-01,1716320
F,CO,S12,LIAB,MIO_NAC,ES,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,ES,2017-01-01,3332083
F,CO,S12,LIAB,MIO_NAC,FI,1995-01-01,115856
F,CO,S12,LIAB,MIO_NAC,FI,1996-01-01,119128
F,CO,S12,LIAB,MIO_NAC,FI,1997-01-01,134245
F,CO,S12,LIAB,MIO_NAC,FI,1998-01-01,139523
F,CO,S12,LIAB,MIO_NAC,FI,1999-01-01,157267
F,CO,S12,LIAB,MIO_NAC,FI,2000-01-01,174836
F,CO,S12,LIAB,MIO_NAC,FI,2001-01-01,194682
F,CO,S12,LIAB,MIO_NAC,FI,2002-01-01,201338
F,CO,S12,LIAB,MIO_NAC,FI,2003-01-01,234221
F,CO,S12,LIAB,MIO_NAC,FI,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,FI,2017-01-01,599227
F,CO,S12,LIAB,MIO_NAC,FR,1995-01-01,2437567
F,CO,S12,LIAB,MIO_NAC,FR,1996-01-01,2576893
F,CO,S12,LIAB,MIO_NAC,FR,1997-01-01,2862952
F,CO,S12,LIAB,MIO_NAC,FR,1998-01-01,3024242
F,CO,S12,LIAB,MIO_NAC,FR,1999-01-01,3481294
F,CO,S12,LIAB,MIO_NAC,FR,2000-01-01,3699477
F,CO,S12,LIAB,MIO_NAC,FR,2001-01-01,3879260
F,CO,S12,LIAB,MIO_NAC,FR,2002-01-01,3948395
F,CO,S12,LIAB,MIO_NAC,FR,2003-01-01,4261109
F,CO,S12,LIAB,MIO_NAC,FR,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,FR,2017-01-01,9514455
F,CO,S12,LIAB,MIO_NAC,HR,1995-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,1996-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,1997-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,1998-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,1999-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2000-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2001-01-01,202982
F,CO,S12,LIAB,MIO_NAC,HR,2002-01-01,250340
F,CO,S12,LIAB,MIO_NAC,HR,2003-01-01,298482
F,CO,S12,LIAB,MIO_NAC,HR,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,HR,2017-01-01,707908
F,CO,S12,LIAB,MIO_NAC,HU,1995-01-01,7692460
F,CO,S12,LIAB,MIO_NAC,HU,1996-01-01,8300404
F,CO,S12,LIAB,MIO_NAC,HU,1997-01-01,9566157
F,CO,S12,LIAB,MIO_NAC,HU,1998-01-01,11043669
F,CO,S12,LIAB,MIO_NAC,HU,1999-01-01,14557576
F,CO,S12,LIAB,MIO_NAC,HU,2000-01-01,19894095
F,CO,S12,LIAB,MIO_NAC,HU,2001-01-01,25735220
F,CO,S12,LIAB,MIO_NAC,HU,2002-01-01,26096394
F,CO,S12,LIAB,MIO_NAC,HU,2003-01-01,28908962
F,CO,S12,LIAB,MIO_NAC,HU,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,HU,2017-01-01,94091349
F,CO,S12,LIAB,MIO_NAC,IE,1995-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,1996-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,1997-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,1998-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,1999-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2000-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2001-01-01,1036324
F,CO,S12,LIAB,MIO_NAC,IE,2002-01-01,1142214
F,CO,S12,LIAB,MIO_NAC,IE,2003-01-01,1387461
F,CO,S12,LIAB,MIO_NAC,IE,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,IE,2017-01-01,4738853
F,CO,S12,LIAB,MIO_NAC,IT,1995-01-01,1322034
F,CO,S12,LIAB,MIO_NAC,IT,1996-01-01,1430518
F,CO,S12,LIAB,MIO_NAC,IT,1997-01-01,1672758
F,CO,S12,LIAB,MIO_NAC,IT,1998-01-01,1992451
F,CO,S12,LIAB,MIO_NAC,IT,1999-01-01,2220281
F,CO,S12,LIAB,MIO_NAC,IT,2000-01-01,2500292
F,CO,S12,LIAB,MIO_NAC,IT,2001-01-01,2406504
F,CO,S12,LIAB,MIO_NAC,IT,2002-01-01,2410136
F,CO,S12,LIAB,MIO_NAC,IT,2003-01-01,2708815
F,CO,S12,LIAB,MIO_NAC,IT,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,IT,2017-01-01,4394969
F,CO,S12,LIAB,MIO_NAC,LT,1995-01-01,2840
F,CO,S12,LIAB,MIO_NAC,LT,1996-01-01,3055
F,CO,S12,LIAB,MIO_NAC,LT,1997-01-01,3888
F,CO,S12,LIAB,MIO_NAC,LT,1998-01-01,4739
F,CO,S12,LIAB,MIO_NAC,LT,1999-01-01,4830
F,CO,S12,LIAB,MIO_NAC,LT,2000-01-01,5461
F,CO,S12,LIAB,MIO_NAC,LT,2001-01-01,6453
F,CO,S12,LIAB,MIO_NAC,LT,2002-01-01,7535
F,CO,S12,LIAB,MIO_NAC,LT,2003-01-01,9558
F,CO,S12,LIAB,MIO_NAC,LT,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,LT,2017-01-01,50887
F,CO,S12,LIAB,MIO_NAC,LU,1995-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,1996-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,1997-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,1998-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,1999-01-01,1459507
F,CO,S12,LIAB,MIO_NAC,LU,2000-01-01,1702615
F,CO,S12,LIAB,MIO_NAC,LU,2001-01-01,1900446
F,CO,S12,LIAB,MIO_NAC,LU,2002-01-01,2015634
F,CO,S12,LIAB,MIO_NAC,LU,2003-01-01,2265903
F,CO,S12,LIAB,MIO_NAC,LU,2004-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2005-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2006-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2007-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2008-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2009-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2010-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2011-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2012-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2013-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2014-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2015-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2016-01-01,
F,CO,S12,LIAB,MIO_NAC,LU,2017-01-01,10658771
F,CO,S12,LIAB,MIO_NAC,LV,1995-01-01,1638
F,CO,S12,LIAB,MIO_NAC,LV,1996-01-01,2328
F,CO,S12,LIAB,MIO_NAC,LV,1997-01-01,3178
F,CO,S12,LIAB,MIO_NAC,LV,1998-01-01,3269
F,CO,S12,LIAB,MIO_NAC,LV,1999-01-01,3739
F,CO,S12,LIAB,MIO_NAC,LV,2000-01-01,5099
F,CO,S12,LIAB,MIO_NAC,LV,2001-01-01,5952
