unit,co_nco,na_item,finpos,sector,geo\time,date,value
PC_GDP,NCO,F4,LIAB,S11,AT,1995-01-01,: 
PC_GDP,NCO,F4,LIAB,S11,AT,1996-01-01,4.9 
PC_GDP,NCO,F4,LIAB,S11,AT,1997-01-01,3.2 
PC_GDP,NCO,F4,LIAB,S11,AT,1998-01-01,5.0 
PC_GDP,NCO,F4,LIAB,S11,AT,1999-01-01,7.9 
PC_GDP,NCO,F4,LIAB,S11,AT,2000-01-01,8.9 
PC_GDP,NCO,F4,LIAB,S11,AT,2001-01-01,6.1 
PC_GDP,NCO,F4,LIAB,S11,AT,2002-01-01,3.0 
PC_GDP,NCO,F4,LIAB,S11,AT,2003-01-01,3.1 
PC_GDP,NCO,F4,LIAB,S11,AT,2004-01-01,0.0 
PC_GDP,NCO,F4,LIAB,S11,AT,2005-01-01,3.2 
PC_GDP,NCO,F4,LIAB,S11,AT,2006-01-01,4.9 
PC_GDP,NCO,F4,LIAB,S11,AT,2007-01-01,7.7 
PC_GDP,NCO,F4,LIAB,S11,AT,2008-01-01,4.1 
PC_GDP,NCO,F4,LIAB,S11,AT,2009-01-01,-3.5 
PC_GDP,NCO,F4,LIAB,S11,AT,2010-01-01,2.0 
PC_GDP,NCO,F4,LIAB,S11,AT,2011-01-01,2.1 
PC_GDP,NCO,F4,LIAB,S11,AT,2012-01-01,0.2
PC_GDP,NCO,F4,LIAB,S11,AT,2013-01-01,2.2
PC_GDP,NCO,F4,LIAB,S11,AT,2014-01-01,1.0
PC_GDP,NCO,F4,LIAB,S11,AT,2015-01-01,1.7
PC_GDP,NCO,F4,LIAB,S11,AT,2016-01-01,4.1
PC_GDP,NCO,F4,LIAB,S11,AT,2017-01-01,3.9 
PC_GDP,NCO,F4,LIAB,S11,BE,1995-01-01,1.1 
PC_GDP,NCO,F4,LIAB,S11,BE,1996-01-01,2.3 
PC_GDP,NCO,F4,LIAB,S11,BE,1997-01-01,9.1 
PC_GDP,NCO,F4,LIAB,S11,BE,1998-01-01,10.5 
PC_GDP,NCO,F4,LIAB,S11,BE,1999-01-01,14.0 
PC_GDP,NCO,F4,LIAB,S11,BE,2000-01-01,15.3 
PC_GDP,NCO,F4,LIAB,S11,BE,2001-01-01,10.7 
PC_GDP,NCO,F4,LIAB,S11,BE,2002-01-01,2.5 
PC_GDP,NCO,F4,LIAB,S11,BE,2003-01-01,14.2 
PC_GDP,NCO,F4,LIAB,S11,BE,2004-01-01,7.5 
PC_GDP,NCO,F4,LIAB,S11,BE,2005-01-01,2.0 
PC_GDP,NCO,F4,LIAB,S11,BE,2006-01-01,3.0 
PC_GDP,NCO,F4,LIAB,S11,BE,2007-01-01,13.3 
PC_GDP,NCO,F4,LIAB,S11,BE,2008-01-01,15.8 
PC_GDP,NCO,F4,LIAB,S11,BE,2009-01-01,7.6 
PC_GDP,NCO,F4,LIAB,S11,BE,2010-01-01,-8.6 
PC_GDP,NCO,F4,LIAB,S11,BE,2011-01-01,14.5 
PC_GDP,NCO,F4,LIAB,S11,BE,2012-01-01,9.4
PC_GDP,NCO,F4,LIAB,S11,BE,2013-01-01,-2.0
PC_GDP,NCO,F4,LIAB,S11,BE,2014-01-01,-0.6
PC_GDP,NCO,F4,LIAB,S11,BE,2015-01-01,0.1
PC_GDP,NCO,F4,LIAB,S11,BE,2016-01-01,21.1
PC_GDP,NCO,F4,LIAB,S11,BE,2017-01-01,-3.5 
PC_GDP,NCO,F4,LIAB,S11,BG,1995-01-01,0.0 
PC_GDP,NCO,F4,LIAB,S11,BG,1996-01-01,33.2 
PC_GDP,NCO,F4,LIAB,S11,BG,1997-01-01,2.7 
