unit,geotime,date,value
I10,AT,1995-01-01,106.67 
I10,AT,1996-01-01,104.20 
I10,AT,1997-01-01,102.51
I10,AT,1998-01-01,102.44
I10,AT,1999-01-01,101.99
I10,AT,2000-01-01,101.75
I10,AT,2001-01-01,101.63
I10,AT,2002-01-01,101.16
I10,AT,2003-01-01,100.54
I10,AT,2004-01-01,100.44
I10,AT,2005-01-01,100.42
I10,AT,2006-01-01,99.97
I10,AT,2007-01-01,99.86
I10,AT,2008-01-01,99.72
I10,AT,2009-01-01,99.67
I10,AT,2010-01-01,100.0
I10,AT,2011-01-01,100.87
I10,AT,2012-01-01,100.96
I10,AT,2013-01-01,101.58
I10,AT,2014-01-01,102.53
I10,AT,2015-01-01,103.28
I10,AT,2016-01-01,103.99
I10,AT,2017-01-01,104.67
I10,BE,1995-01-01,102.54 
I10,BE,1996-01-01,100.08 
I10,BE,1997-01-01,98.66
I10,BE,1998-01-01,98.63
I10,BE,1999-01-01,98.74
I10,BE,2000-01-01,99.25
I10,BE,2001-01-01,99.14
I10,BE,2002-01-01,98.39
I10,BE,2003-01-01,97.94
I10,BE,2004-01-01,97.76
I10,BE,2005-01-01,98.23
I10,BE,2006-01-01,98.49
I10,BE,2007-01-01,98.18
I10,BE,2008-01-01,99.45
I10,BE,2009-01-01,99.06
I10,BE,2010-01-01,100.0
I10,BE,2011-01-01,100.74
I10,BE,2012-01-01,100.91
I10,BE,2013-01-01,100.64
I10,BE,2014-01-01,100.61
I10,BE,2015-01-01,101.16
I10,BE,2016-01-01,102.72
I10,BE,2017-01-01,103.46
I10,BG,1995-01-01,48.65 
I10,BG,1996-01-01,40.61 
I10,BG,1997-01-01,55.44
I10,BG,1998-01-01,63.31
I10,BG,1999-01-01,64.18
I10,BG,2000-01-01,69.47
I10,BG,2001-01-01,72.91
I10,BG,2002-01-01,75.3
I10,BG,2003-01-01,75.44
I10,BG,2004-01-01,78.22
I10,BG,2005-01-01,81.0
I10,BG,2006-01-01,85.1
I10,BG,2007-01-01,89.49
