unit,tra_mode,geo\time,date,value
PC,IWW,CH,2014-01-01,: z
PC,IWW,CH,2015-01-01,: z
PC,IWW,CH,2016-01-01,: z
PC,IWW,CY,2005-01-01,: z
PC,IWW,CY,2006-01-01,: z
PC,IWW,CY,2007-01-01,: z
PC,IWW,CY,2008-01-01,: z
PC,IWW,CY,2009-01-01,: z
PC,IWW,CY,2010-01-01,: z
PC,IWW,CY,2011-01-01,: z
PC,IWW,CY,2012-01-01,: z
PC,IWW,CY,2013-01-01,: z
PC,IWW,CY,2014-01-01,: z
PC,IWW,CY,2015-01-01,: z
PC,IWW,CY,2016-01-01,: z
PC,IWW,CZ,2005-01-01,0.1 
PC,IWW,CZ,2006-01-01,0.1 
PC,IWW,CZ,2007-01-01,0.1 
PC,IWW,CZ,2008-01-01,0.1 
PC,IWW,CZ,2009-01-01,0.1 
PC,IWW,CZ,2010-01-01,0.1 
PC,IWW,CZ,2011-01-01,0.1 
PC,IWW,CZ,2012-01-01,0.1 
PC,IWW,CZ,2013-01-01,0.1 
PC,IWW,CZ,2014-01-01,0.1 
PC,IWW,CZ,2015-01-01,0.1 
PC,IWW,CZ,2016-01-01,0.1 
PC,IWW,DE,2005-01-01,12.1 
PC,IWW,DE,2006-01-01,11.3 
PC,IWW,DE,2007-01-01,10.9 
PC,IWW,DE,2008-01-01,10.7 
PC,IWW,DE,2009-01-01,10.4 
PC,IWW,DE,2010-01-01,10.8 
PC,IWW,DE,2011-01-01,9.4 
PC,IWW,DE,2012-01-01,10.1 
PC,IWW,DE,2013-01-01,10.2 
PC,IWW,DE,2014-01-01,9.9 
PC,IWW,DE,2015-01-01,9.2 
PC,IWW,DE,2016-01-01,8.8 
PC,IWW,DK,2005-01-01,: z
PC,IWW,DK,2006-01-01,: z
PC,IWW,DK,2007-01-01,: z
PC,IWW,DK,2008-01-01,: z
PC,IWW,DK,2009-01-01,: z
PC,IWW,DK,2010-01-01,: z
PC,IWW,DK,2011-01-01,: z
PC,IWW,DK,2012-01-01,: z
PC,IWW,DK,2013-01-01,: z
PC,IWW,DK,2014-01-01,: z
PC,IWW,DK,2015-01-01,: z
PC,IWW,DK,2016-01-01,: z
PC,IWW,EE,2005-01-01,: z
PC,IWW,EE,2006-01-01,: z
PC,IWW,EE,2007-01-01,: z
PC,IWW,EE,2008-01-01,: z
PC,IWW,EE,2009-01-01,: z
PC,IWW,EE,2010-01-01,: z
PC,IWW,EE,2011-01-01,: z
PC,IWW,EE,2012-01-01,: z
PC,IWW,EE,2013-01-01,: z
PC,IWW,EE,2014-01-01,: z
PC,IWW,EE,2015-01-01,: z
PC,IWW,EE,2016-01-01,: z
PC,IWW,EL,2005-01-01,: z
PC,IWW,EL,2006-01-01,: z
PC,IWW,EL,2007-01-01,: z
PC,IWW,EL,2008-01-01,: z
PC,IWW,EL,2009-01-01,: z
PC,IWW,EL,2010-01-01,: z
PC,IWW,EL,2011-01-01,: z
PC,IWW,EL,2012-01-01,: z
PC,IWW,EL,2013-01-01,: z
PC,IWW,EL,2014-01-01,: z
PC,IWW,EL,2015-01-01,: z
PC,IWW,EL,2016-01-01,: z
PC,IWW,ES,2005-01-01,: z
PC,IWW,ES,2006-01-01,: z
PC,IWW,ES,2007-01-01,: z
PC,IWW,ES,2008-01-01,: z
PC,IWW,ES,2009-01-01,: z
PC,IWW,ES,2010-01-01,: z
PC,IWW,ES,2011-01-01,: z
PC,IWW,ES,2012-01-01,: z
PC,IWW,ES,2013-01-01,: z
PC,IWW,ES,2014-01-01,: z
PC,IWW,ES,2015-01-01,: z
PC,IWW,ES,2016-01-01,: z
PC,IWW,EU28,2005-01-01,6.4 e
PC,IWW,EU28,2006-01-01,6.2 e
PC,IWW,EU28,2007-01-01,6.3 e
PC,IWW,EU28,2008-01-01,6.4 e
PC,IWW,EU28,2009-01-01,6.2 
PC,IWW,EU28,2010-01-01,6.9 
PC,IWW,EU28,2011-01-01,6.3 
PC,IWW,EU28,2012-01-01,6.8 e
PC,IWW,EU28,2013-01-01,6.9 e
PC,IWW,EU28,2014-01-01,6.7 e
PC,IWW,EU28,2015-01-01,6.5 e
PC,IWW,EU28,2016-01-01,6.2 e
PC,IWW,FI,2005-01-01,0.2 
PC,IWW,FI,2006-01-01,0.2 
PC,IWW,FI,2007-01-01,0.3 
PC,IWW,FI,2008-01-01,0.2 
PC,IWW,FI,2009-01-01,0.2 
PC,IWW,FI,2010-01-01,0.2 
PC,IWW,FI,2011-01-01,0.3 
PC,IWW,FI,2012-01-01,0.4 
PC,IWW,FI,2013-01-01,0.4 
PC,IWW,FI,2014-01-01,0.4 
PC,IWW,FI,2015-01-01,0.4 
PC,IWW,FI,2016-01-01,0.3 
PC,IWW,FR,2005-01-01,2.6 
PC,IWW,FR,2006-01-01,2.5 
PC,IWW,FR,2007-01-01,2.5 
PC,IWW,FR,2008-01-01,2.5 
PC,IWW,FR,2009-01-01,2.9 
PC,IWW,FR,2010-01-01,3 
PC,IWW,FR,2011-01-01,2.9 
PC,IWW,FR,2012-01-01,3 
PC,IWW,FR,2013-01-01,3 
PC,IWW,FR,2014-01-01,2.9 
PC,IWW,FR,2015-01-01,2.9 
PC,IWW,FR,2016-01-01,2.8 
PC,IWW,HR,2005-01-01,6.1 e
PC,IWW,HR,2006-01-01,5.7 e
PC,IWW,HR,2007-01-01,5.7 e
PC,IWW,HR,2008-01-01,5.8 
PC,IWW,HR,2009-01-01,6.1 
PC,IWW,HR,2010-01-01,8.2 
PC,IWW,HR,2011-01-01,6.4 
PC,IWW,HR,2012-01-01,7.3 
PC,IWW,HR,2013-01-01,7.3 
PC,IWW,HR,2014-01-01,6.9 
PC,IWW,HR,2015-01-01,7.8 
PC,IWW,HR,2016-01-01,7.2 e
PC,IWW,HU,2005-01-01,6.3 
PC,IWW,HU,2006-01-01,5.3 
PC,IWW,HU,2007-01-01,5.8 
PC,IWW,HU,2008-01-01,5.7 
PC,IWW,HU,2009-01-01,5.7 
PC,IWW,HU,2010-01-01,7.4 
PC,IWW,HU,2011-01-01,5.7 
PC,IWW,HU,2012-01-01,6.4 
PC,IWW,HU,2013-01-01,6.1 
PC,IWW,HU,2014-01-01,5.5 
PC,IWW,HU,2015-01-01,5.4 
PC,IWW,HU,2016-01-01,5.3 
PC,IWW,IE,2005-01-01,: z
PC,IWW,IE,2006-01-01,: z
PC,IWW,IE,2007-01-01,: z
PC,IWW,IE,2008-01-01,: z
PC,IWW,IE,2009-01-01,: z
PC,IWW,IE,2010-01-01,: z
PC,IWW,IE,2011-01-01,: z
PC,IWW,IE,2012-01-01,: z
PC,IWW,IE,2013-01-01,: z
PC,IWW,IE,2014-01-01,: z
PC,IWW,IE,2015-01-01,: z
PC,IWW,IE,2016-01-01,: z
PC,IWW,IT,2005-01-01,0 
PC,IWW,IT,2006-01-01,0 
PC,IWW,IT,2007-01-01,0 
PC,IWW,IT,2008-01-01,0 
PC,IWW,IT,2009-01-01,0 
PC,IWW,IT,2010-01-01,0.1 
PC,IWW,IT,2011-01-01,0.1 
PC,IWW,IT,2012-01-01,0.1 
PC,IWW,IT,2013-01-01,0.1 
PC,IWW,IT,2014-01-01,0 
PC,IWW,IT,2015-01-01,0 
PC,IWW,IT,2016-01-01,0 
PC,IWW,LT,2005-01-01,0 
PC,IWW,LT,2006-01-01,0 
PC,IWW,LT,2007-01-01,0 
PC,IWW,LT,2008-01-01,0.1 
PC,IWW,LT,2009-01-01,0 
PC,IWW,LT,2010-01-01,0 
PC,IWW,LT,2011-01-01,0 
PC,IWW,LT,2012-01-01,0 
PC,IWW,LT,2013-01-01,0 
PC,IWW,LT,2014-01-01,0 
PC,IWW,LT,2015-01-01,0 
PC,IWW,LT,2016-01-01,0 
PC,IWW,LU,2005-01-01,13.1 
PC,IWW,LU,2006-01-01,14 
PC,IWW,LU,2007-01-01,11.8 
PC,IWW,LU,2008-01-01,13 
PC,IWW,LU,2009-01-01,11.4 
PC,IWW,LU,2010-01-01,12.9 
PC,IWW,LU,2011-01-01,11.1 
PC,IWW,LU,2012-01-01,8.9 
PC,IWW,LU,2013-01-01,10.5 
PC,IWW,LU,2014-01-01,8.4 
PC,IWW,LU,2015-01-01,7.8 
PC,IWW,LU,2016-01-01,5.9 
PC,IWW,LV,2005-01-01,: z
PC,IWW,LV,2006-01-01,: z
PC,IWW,LV,2007-01-01,: z
PC,IWW,LV,2008-01-01,: z
PC,IWW,LV,2009-01-01,: z
PC,IWW,LV,2010-01-01,: z
PC,IWW,LV,2011-01-01,: z
PC,IWW,LV,2012-01-01,: z
PC,IWW,LV,2013-01-01,: z
PC,IWW,LV,2014-01-01,: z
PC,IWW,LV,2015-01-01,: z
PC,IWW,LV,2016-01-01,: z
PC,IWW,MT,2005-01-01,: z
PC,IWW,MT,2006-01-01,: z
PC,IWW,MT,2007-01-01,: z
PC,IWW,MT,2008-01-01,: z
PC,IWW,MT,2009-01-01,: z
PC,IWW,MT,2010-01-01,: z
PC,IWW,MT,2011-01-01,: z
PC,IWW,MT,2012-01-01,: z
PC,IWW,MT,2013-01-01,: z
PC,IWW,MT,2014-01-01,: z
PC,IWW,MT,2015-01-01,: z
PC,IWW,MT,2016-01-01,: z
PC,IWW,NL,2005-01-01,43.2 
PC,IWW,NL,2006-01-01,42.9 
PC,IWW,NL,2007-01-01,44.8 
PC,IWW,NL,2008-01-01,44.2 
PC,IWW,NL,2009-01-01,41 
PC,IWW,NL,2010-01-01,45.8 
PC,IWW,NL,2011-01-01,45.6 
PC,IWW,NL,2012-01-01,47.2 
PC,IWW,NL,2013-01-01,46 
PC,IWW,NL,2014-01-01,46.1 
PC,IWW,NL,2015-01-01,45.8 
PC,IWW,NL,2016-01-01,44.6 
PC,IWW,NO,2005-01-01,: z
PC,IWW,NO,2006-01-01,: z
PC,IWW,NO,2007-01-01,: z
PC,IWW,NO,2008-01-01,: z
PC,IWW,NO,2009-01-01,: z
PC,IWW,NO,2010-01-01,: z
PC,IWW,NO,2011-01-01,: z
PC,IWW,NO,2012-01-01,: z
PC,IWW,NO,2013-01-01,: z
PC,IWW,NO,2014-01-01,: z
PC,IWW,NO,2015-01-01,: z
PC,IWW,NO,2016-01-01,: z
PC,IWW,PL,2005-01-01,0.2 
PC,IWW,PL,2006-01-01,0.2 
PC,IWW,PL,2007-01-01,0.2 
PC,IWW,PL,2008-01-01,0.2 
PC,IWW,PL,2009-01-01,0.1 
PC,IWW,PL,2010-01-01,0.1 
PC,IWW,PL,2011-01-01,0.1 
PC,IWW,PL,2012-01-01,0.1 
PC,IWW,PL,2013-01-01,0 
PC,IWW,PL,2014-01-01,0.1 
PC,IWW,PL,2015-01-01,0 
PC,IWW,PL,2016-01-01,0.1 
PC,IWW,PT,2005-01-01,: z
PC,IWW,PT,2006-01-01,: z
PC,IWW,PT,2007-01-01,: z
PC,IWW,PT,2008-01-01,: z
PC,IWW,PT,2009-01-01,: z
PC,IWW,PT,2010-01-01,: z
PC,IWW,PT,2011-01-01,: z
PC,IWW,PT,2012-01-01,: z
PC,IWW,PT,2013-01-01,: z
PC,IWW,PT,2014-01-01,: z
PC,IWW,PT,2015-01-01,: z
PC,IWW,PT,2016-01-01,: z
PC,IWW,RO,2005-01-01,22.1 e
PC,IWW,RO,2006-01-01,22 e
PC,IWW,RO,2007-01-01,21.6 e
PC,IWW,RO,2008-01-01,23.3 e
PC,IWW,RO,2009-01-01,24.5 
PC,IWW,RO,2010-01-01,33.8 
PC,IWW,RO,2011-01-01,27.4 
PC,IWW,RO,2012-01-01,29.2 
PC,IWW,RO,2013-01-01,29 
PC,IWW,RO,2014-01-01,29 
PC,IWW,RO,2015-01-01,30.4 
PC,IWW,RO,2016-01-01,29.4 
PC,IWW,SE,2005-01-01,: z
PC,IWW,SE,2006-01-01,: z
PC,IWW,SE,2007-01-01,: z
PC,IWW,SE,2008-01-01,: z
PC,IWW,SE,2009-01-01,: z
PC,IWW,SE,2010-01-01,: z
PC,IWW,SE,2011-01-01,: z
PC,IWW,SE,2012-01-01,: z
PC,IWW,SE,2013-01-01,: z
PC,IWW,SE,2014-01-01,: z
PC,IWW,SE,2015-01-01,: z
PC,IWW,SE,2016-01-01,0 
PC,IWW,SI,2005-01-01,: z
PC,IWW,SI,2006-01-01,: z
PC,IWW,SI,2007-01-01,: z
PC,IWW,SI,2008-01-01,: z
PC,IWW,SI,2009-01-01,: z
PC,IWW,SI,2010-01-01,: z
PC,IWW,SI,2011-01-01,: z
PC,IWW,SI,2012-01-01,: z
PC,IWW,SI,2013-01-01,: z
PC,IWW,SI,2014-01-01,: z
PC,IWW,SI,2015-01-01,: z
PC,IWW,SI,2016-01-01,: z
PC,IWW,SK,2005-01-01,0.4 
PC,IWW,SK,2006-01-01,0.5 
PC,IWW,SK,2007-01-01,4.4 
PC,IWW,SK,2008-01-01,4.8 
PC,IWW,SK,2009-01-01,4.6 
PC,IWW,SK,2010-01-01,5.6 
PC,IWW,SK,2011-01-01,4.5 
PC,IWW,SK,2012-01-01,4.7 
PC,IWW,SK,2013-01-01,4.6 
PC,IWW,SK,2014-01-01,4 
PC,IWW,SK,2015-01-01,3.2 
PC,IWW,SK,2016-01-01,3.7 
PC,IWW,UK,2005-01-01,0.1 
PC,IWW,UK,2006-01-01,0.1 
PC,IWW,UK,2007-01-01,0.1 
PC,IWW,UK,2008-01-01,0.1 
PC,IWW,UK,2009-01-01,0.1 
PC,IWW,UK,2010-01-01,0.1 
PC,IWW,UK,2011-01-01,0.1 
PC,IWW,UK,2012-01-01,0.1 
PC,IWW,UK,2013-01-01,0.1 
PC,IWW,UK,2014-01-01,0.1 
PC,IWW,UK,2015-01-01,0.1 
PC,IWW,UK,2016-01-01,0.1 
PC,RAIL,AT,2005-01-01,35.7 
PC,RAIL,AT,2006-01-01,36 
PC,RAIL,AT,2007-01-01,34.2 
PC,RAIL,AT,2008-01-01,33.5 
PC,RAIL,AT,2009-01-01,32 
PC,RAIL,AT,2010-01-01,33 
PC,RAIL,AT,2011-01-01,33.1 
PC,RAIL,AT,2012-01-01,32.7 
PC,RAIL,AT,2013-01-01,32 
PC,RAIL,AT,2014-01-01,32.9 
PC,RAIL,AT,2015-01-01,32.2 
PC,RAIL,AT,2016-01-01,31.5 
PC,RAIL,BE,2005-01-01,12.6 e
PC,RAIL,BE,2006-01-01,13.7 e
PC,RAIL,BE,2007-01-01,13.8 
PC,RAIL,BE,2008-01-01,13.8 
PC,RAIL,BE,2009-01-01,11 
PC,RAIL,BE,2010-01-01,12 
PC,RAIL,BE,2011-01-01,12.2 
PC,RAIL,BE,2012-01-01,11.4 e
PC,RAIL,BE,2013-01-01,11 e
PC,RAIL,BE,2014-01-01,11.1 e
PC,RAIL,BE,2015-01-01,11.8 e
PC,RAIL,BE,2016-01-01,11.6 e
PC,RAIL,BG,2005-01-01,23.5 e
PC,RAIL,BG,2006-01-01,24.4 e
PC,RAIL,BG,2007-01-01,24.2 e
PC,RAIL,BG,2008-01-01,23.2 e
PC,RAIL,BG,2009-01-01,18.2 
PC,RAIL,BG,2010-01-01,17 
PC,RAIL,BG,2011-01-01,19 
PC,RAIL,BG,2012-01-01,16.6 
PC,RAIL,BG,2013-01-01,16.6 
PC,RAIL,BG,2014-01-01,18.2 
PC,RAIL,BG,2015-01-01,17.9 
PC,RAIL,BG,2016-01-01,17.1 
PC,RAIL,CH,2005-01-01,33.7 e
PC,RAIL,CH,2006-01-01,34.9 e
PC,RAIL,CH,2007-01-01,35.2 e
PC,RAIL,CH,2008-01-01,35.5 
PC,RAIL,CH,2009-01-01,33.6 
PC,RAIL,CH,2010-01-01,33.9 
PC,RAIL,CH,2011-01-01,35.3 
PC,RAIL,CH,2012-01-01,34.7 
PC,RAIL,CH,2013-01-01,36.2 
PC,RAIL,CH,2014-01-01,36.2 
PC,RAIL,CH,2015-01-01,38 
PC,RAIL,CH,2016-01-01,37.5 
PC,RAIL,CY,2005-01-01,: z
PC,RAIL,CY,2006-01-01,: z
PC,RAIL,CY,2007-01-01,: z
PC,RAIL,CY,2008-01-01,: z
PC,RAIL,CY,2009-01-01,: z
PC,RAIL,CY,2010-01-01,: z
PC,RAIL,CY,2011-01-01,: z
PC,RAIL,CY,2012-01-01,: z
PC,RAIL,CY,2013-01-01,: z
PC,RAIL,CY,2014-01-01,: z
PC,RAIL,CY,2015-01-01,: z
PC,RAIL,CY,2016-01-01,: z
PC,RAIL,CZ,2005-01-01,31.5 
PC,RAIL,CZ,2006-01-01,31.9 
PC,RAIL,CZ,2007-01-01,32.4 
PC,RAIL,CZ,2008-01-01,32.1 
PC,RAIL,CZ,2009-01-01,30.5 
PC,RAIL,CZ,2010-01-01,30.1 
PC,RAIL,CZ,2011-01-01,30.1 
PC,RAIL,CZ,2012-01-01,30.5 
PC,RAIL,CZ,2013-01-01,28.3 
PC,RAIL,CZ,2014-01-01,28.2 
PC,RAIL,CZ,2015-01-01,26.4 
PC,RAIL,CZ,2016-01-01,26.4 
PC,RAIL,DE,2005-01-01,18 
PC,RAIL,DE,2006-01-01,18.9 
PC,RAIL,DE,2007-01-01,19.3 
PC,RAIL,DE,2008-01-01,19.3 
PC,RAIL,DE,2009-01-01,17.9 
PC,RAIL,DE,2010-01-01,18.7 
PC,RAIL,DE,2011-01-01,19.3 
PC,RAIL,DE,2012-01-01,19.1 
PC,RAIL,DE,2013-01-01,19.1 
PC,RAIL,DE,2014-01-01,18.8 
PC,RAIL,DE,2015-01-01,19.5 
PC,RAIL,DE,2016-01-01,18.8 
PC,RAIL,DK,2005-01-01,10.5 
PC,RAIL,DK,2006-01-01,9.7 
PC,RAIL,DK,2007-01-01,8.8 
PC,RAIL,DK,2008-01-01,9 
PC,RAIL,DK,2009-01-01,9.1 
PC,RAIL,DK,2010-01-01,11.5 
PC,RAIL,DK,2011-01-01,12.4 
PC,RAIL,DK,2012-01-01,10.9 
PC,RAIL,DK,2013-01-01,11.3 
PC,RAIL,DK,2014-01-01,11.2 
PC,RAIL,DK,2015-01-01,12.2 
PC,RAIL,DK,2016-01-01,11.1 
PC,RAIL,EE,2005-01-01,79.9 
PC,RAIL,EE,2006-01-01,78.4 
PC,RAIL,EE,2007-01-01,74.2 
PC,RAIL,EE,2008-01-01,68.2 
PC,RAIL,EE,2009-01-01,74.1 
PC,RAIL,EE,2010-01-01,75.4 
PC,RAIL,EE,2011-01-01,71.6 
PC,RAIL,EE,2012-01-01,66.9 
PC,RAIL,EE,2013-01-01,63.7 
PC,RAIL,EE,2014-01-01,55.2 
PC,RAIL,EE,2015-01-01,52.4 
PC,RAIL,EE,2016-01-01,42.9 
PC,RAIL,EL,2005-01-01,2.7 
PC,RAIL,EL,2006-01-01,2.2 
PC,RAIL,EL,2007-01-01,3.3 
PC,RAIL,EL,2008-01-01,2.9 
PC,RAIL,EL,2009-01-01,2.1 
PC,RAIL,EL,2010-01-01,2.2 
PC,RAIL,EL,2011-01-01,1.8 
PC,RAIL,EL,2012-01-01,1.5 
PC,RAIL,EL,2013-01-01,1.4 
PC,RAIL,EL,2014-01-01,1.7 
PC,RAIL,EL,2015-01-01,1.6 
PC,RAIL,EL,2016-01-01,1.3 
PC,RAIL,ES,2005-01-01,5.2 
PC,RAIL,ES,2006-01-01,5 
PC,RAIL,ES,2007-01-01,4.5 
PC,RAIL,ES,2008-01-01,4.8 
PC,RAIL,ES,2009-01-01,4 
PC,RAIL,ES,2010-01-01,4.6 
PC,RAIL,ES,2011-01-01,5 
PC,RAIL,ES,2012-01-01,5.3 
PC,RAIL,ES,2013-01-01,5.3 
PC,RAIL,ES,2014-01-01,5.9 
PC,RAIL,ES,2015-01-01,5.8 
PC,RAIL,ES,2016-01-01,5.3 
PC,RAIL,EU28,2005-01-01,17.9 e
PC,RAIL,EU28,2006-01-01,18.3 e
PC,RAIL,EU28,2007-01-01,18.2 e
PC,RAIL,EU28,2008-01-01,18.1 e
PC,RAIL,EU28,2009-01-01,16.9 
PC,RAIL,EU28,2010-01-01,17.4 
PC,RAIL,EU28,2011-01-01,18.7 
PC,RAIL,EU28,2012-01-01,18.5 e
PC,RAIL,EU28,2013-01-01,18.2 e
PC,RAIL,EU28,2014-01-01,18.4 e
PC,RAIL,EU28,2015-01-01,18.3 e
PC,RAIL,EU28,2016-01-01,17.4 e
PC,RAIL,FI,2005-01-01,25.2 
PC,RAIL,FI,2006-01-01,29.4 
PC,RAIL,FI,2007-01-01,27.8 
PC,RAIL,FI,2008-01-01,27.2 
PC,RAIL,FI,2009-01-01,25.8 
PC,RAIL,FI,2010-01-01,26.8 
PC,RAIL,FI,2011-01-01,27.6 
PC,RAIL,FI,2012-01-01,28.6 
PC,RAIL,FI,2013-01-01,30.1 
PC,RAIL,FI,2014-01-01,30.7 
PC,RAIL,FI,2015-01-01,27 
PC,RAIL,FI,2016-01-01,26.8 
PC,RAIL,FR,2005-01-01,11.8 
PC,RAIL,FR,2006-01-01,11.6 
PC,RAIL,FR,2007-01-01,11.6 
PC,RAIL,FR,2008-01-01,11.5 
PC,RAIL,FR,2009-01-01,10.6 
PC,RAIL,FR,2010-01-01,9.5 
PC,RAIL,FR,2011-01-01,10.8 
PC,RAIL,FR,2012-01-01,10.8 
PC,RAIL,FR,2013-01-01,10.6 
PC,RAIL,FR,2014-01-01,10.8 
PC,RAIL,FR,2015-01-01,11.7 
PC,RAIL,FR,2016-01-01,10.9 
PC,RAIL,HR,2005-01-01,20 e
PC,RAIL,HR,2006-01-01,21.9 e
PC,RAIL,HR,2007-01-01,23.1 e
PC,RAIL,HR,2008-01-01,22.8 
PC,RAIL,HR,2009-01-01,22.3 
PC,RAIL,HR,2010-01-01,22.8 
PC,RAIL,HR,2011-01-01,22.4 
PC,RAIL,HR,2012-01-01,22.2 
PC,RAIL,HR,2013-01-01,19.7 
PC,RAIL,HR,2014-01-01,20.4 
PC,RAIL,HR,2015-01-01,19.4 
PC,RAIL,HR,2016-01-01,17.3 e
PC,RAIL,HU,2005-01-01,27.2 
PC,RAIL,HU,2006-01-01,28 
PC,RAIL,HU,2007-01-01,26.2 
PC,RAIL,HU,2008-01-01,25.1 
PC,RAIL,HU,2009-01-01,24.1 
PC,RAIL,HU,2010-01-01,27.1 
PC,RAIL,HU,2011-01-01,28.5 
PC,RAIL,HU,2012-01-01,29.8 
PC,RAIL,HU,2013-01-01,30.7 
PC,RAIL,HU,2014-01-01,31.1 
PC,RAIL,HU,2015-01-01,29.5 
PC,RAIL,HU,2016-01-01,28.5 
PC,RAIL,IE,2005-01-01,1.9 
PC,RAIL,IE,2006-01-01,1.3 
PC,RAIL,IE,2007-01-01,0.8 
PC,RAIL,IE,2008-01-01,0.7 
PC,RAIL,IE,2009-01-01,0.8 
PC,RAIL,IE,2010-01-01,0.9 
PC,RAIL,IE,2011-01-01,1.1 
PC,RAIL,IE,2012-01-01,1 
PC,RAIL,IE,2013-01-01,1.1 
PC,RAIL,IE,2014-01-01,1.1 
PC,RAIL,IE,2015-01-01,1 
PC,RAIL,IE,2016-01-01,0.9 
PC,RAIL,IT,2005-01-01,10 
PC,RAIL,IT,2006-01-01,11.3 
PC,RAIL,IT,2007-01-01,11.9 
PC,RAIL,IT,2008-01-01,11.3 
PC,RAIL,IT,2009-01-01,9.2 
PC,RAIL,IT,2010-01-01,9.2 
PC,RAIL,IT,2011-01-01,11.2 
PC,RAIL,IT,2012-01-01,12.7 
PC,RAIL,IT,2013-01-01,11.8 
PC,RAIL,IT,2014-01-01,13.2 
PC,RAIL,IT,2015-01-01,13.5 
PC,RAIL,IT,2016-01-01,14.5 
PC,RAIL,LT,2005-01-01,74.1 
PC,RAIL,LT,2006-01-01,71.7 
PC,RAIL,LT,2007-01-01,71 
PC,RAIL,LT,2008-01-01,73 
PC,RAIL,LT,2009-01-01,70.4 
PC,RAIL,LT,2010-01-01,72.8 
PC,RAIL,LT,2011-01-01,73.7 
PC,RAIL,LT,2012-01-01,70.3 
PC,RAIL,LT,2013-01-01,66.6 
PC,RAIL,LT,2014-01-01,68.1 
PC,RAIL,LT,2015-01-01,65.9 
PC,RAIL,LT,2016-01-01,65 
PC,RAIL,LU,2005-01-01,15 
PC,RAIL,LU,2006-01-01,16.2 
PC,RAIL,LU,2007-01-01,19.7 
PC,RAIL,LU,2008-01-01,9.9 
PC,RAIL,LU,2009-01-01,8.2 
PC,RAIL,LU,2010-01-01,11.6 
PC,RAIL,LU,2011-01-01,10.5 
PC,RAIL,LU,2012-01-01,7.1 
PC,RAIL,LU,2013-01-01,7.3 
PC,RAIL,LU,2014-01-01,6.1 
PC,RAIL,LU,2015-01-01,6.9 
PC,RAIL,LU,2016-01-01,6.2 
PC,RAIL,LV,2005-01-01,84.1 
PC,RAIL,LV,2006-01-01,81 
PC,RAIL,LV,2007-01-01,80.6 
PC,RAIL,LV,2008-01-01,83.4 
PC,RAIL,LV,2009-01-01,85.4 
PC,RAIL,LV,2010-01-01,82.1 
PC,RAIL,LV,2011-01-01,84.2 
PC,RAIL,LV,2012-01-01,84.1 
PC,RAIL,LV,2013-01-01,81.2 
PC,RAIL,LV,2014-01-01,81.2 
PC,RAIL,LV,2015-01-01,79.8 
PC,RAIL,LV,2016-01-01,76.6 
PC,RAIL,MT,2005-01-01,: z
PC,RAIL,MT,2006-01-01,: z
PC,RAIL,MT,2007-01-01,: z
PC,RAIL,MT,2008-01-01,: z
PC,RAIL,MT,2009-01-01,: z
PC,RAIL,MT,2010-01-01,: z
PC,RAIL,MT,2011-01-01,: z
PC,RAIL,MT,2012-01-01,: z
PC,RAIL,MT,2013-01-01,: z
PC,RAIL,MT,2014-01-01,: z
PC,RAIL,MT,2015-01-01,: z
PC,RAIL,MT,2016-01-01,: z
PC,RAIL,NL,2005-01-01,6 
PC,RAIL,NL,2006-01-01,6.4 
PC,RAIL,NL,2007-01-01,7 
