unit,co_nco,na_item,finpos,sector,geotime,date,value
MIO_NAC,NCO,F3,LIAB,S11,AT,1995-01-01,
MIO_NAC,NCO,F3,LIAB,S11,AT,1996-01-01,-447.7
MIO_NAC,NCO,F3,LIAB,S11,AT,1997-01-01,598.5
MIO_NAC,NCO,F3,LIAB,S11,AT,1998-01-01,-285.8
MIO_NAC,NCO,F3,LIAB,S11,AT,1999-01-01,1877.3
MIO_NAC,NCO,F3,LIAB,S11,AT,2000-01-01,2111.4
MIO_NAC,NCO,F3,LIAB,S11,AT,2001-01-01,-313.5
MIO_NAC,NCO,F3,LIAB,S11,AT,2002-01-01,-928.9
MIO_NAC,NCO,F3,LIAB,S11,AT,2003-01-01,3568.1
MIO_NAC,NCO,F3,LIAB,S11,AT,2004-01-01,2723.9
MIO_NAC,NCO,F3,LIAB,S11,AT,2005-01-01,2662.7
MIO_NAC,NCO,F3,LIAB,S11,AT,2006-01-01,1099.9
MIO_NAC,NCO,F3,LIAB,S11,AT,2007-01-01,2835.2
MIO_NAC,NCO,F3,LIAB,S11,AT,2008-01-01,1120.9
MIO_NAC,NCO,F3,LIAB,S11,AT,2009-01-01,4253.6
MIO_NAC,NCO,F3,LIAB,S11,AT,2010-01-01,1088.4
MIO_NAC,NCO,F3,LIAB,S11,AT,2011-01-01,4396.8
MIO_NAC,NCO,F3,LIAB,S11,AT,2012-01-01,2988.5
MIO_NAC,NCO,F3,LIAB,S11,AT,2013-01-01,1806.3
MIO_NAC,NCO,F3,LIAB,S11,AT,2014-01-01,-575.1
MIO_NAC,NCO,F3,LIAB,S11,AT,2015-01-01,719.2
MIO_NAC,NCO,F3,LIAB,S11,AT,2016-01-01,1100.6
MIO_NAC,NCO,F3,LIAB,S11,AT,2017-01-01,-1290.1
MIO_NAC,NCO,F3,LIAB,S11,BE,1995-01-01,851.6
MIO_NAC,NCO,F3,LIAB,S11,BE,1996-01-01,1460.1
MIO_NAC,NCO,F3,LIAB,S11,BE,1997-01-01,485.6
MIO_NAC,NCO,F3,LIAB,S11,BE,1998-01-01,-3394.7
MIO_NAC,NCO,F3,LIAB,S11,BE,1999-01-01,1057.8
MIO_NAC,NCO,F3,LIAB,S11,BE,2000-01-01,1966.9
MIO_NAC,NCO,F3,LIAB,S11,BE,2001-01-01,-863.5
MIO_NAC,NCO,F3,LIAB,S11,BE,2002-01-01,-406.4
MIO_NAC,NCO,F3,LIAB,S11,BE,2003-01-01,1456.9
MIO_NAC,NCO,F3,LIAB,S11,BE,2004-01-01,2191.2
MIO_NAC,NCO,F3,LIAB,S11,BE,2005-01-01,-2870.0
MIO_NAC,NCO,F3,LIAB,S11,BE,2006-01-01,1532.1
MIO_NAC,NCO,F3,LIAB,S11,BE,2007-01-01,2800.3
MIO_NAC,NCO,F3,LIAB,S11,BE,2008-01-01,399.5
MIO_NAC,NCO,F3,LIAB,S11,BE,2009-01-01,29050.9
MIO_NAC,NCO,F3,LIAB,S11,BE,2010-01-01,1394.3
MIO_NAC,NCO,F3,LIAB,S11,BE,2011-01-01,4289.0
MIO_NAC,NCO,F3,LIAB,S11,BE,2012-01-01,2904.4
MIO_NAC,NCO,F3,LIAB,S11,BE,2013-01-01,3338.3
MIO_NAC,NCO,F3,LIAB,S11,BE,2014-01-01,5405.7
MIO_NAC,NCO,F3,LIAB,S11,BE,2015-01-01,6882.5
MIO_NAC,NCO,F3,LIAB,S11,BE,2016-01-01,10623.9
MIO_NAC,NCO,F3,LIAB,S11,BE,2017-01-01,-925.2
MIO_NAC,NCO,F3,LIAB,S11,BG,1995-01-01,0.0
MIO_NAC,NCO,F3,LIAB,S11,BG,1996-01-01,25.0
MIO_NAC,NCO,F3,LIAB,S11,BG,1997-01-01,-29.0
MIO_NAC,NCO,F3,LIAB,S11,BG,1998-01-01,11.0
MIO_NAC,NCO,F3,LIAB,S11,BG,1999-01-01,15.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2000-01-01,332.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2001-01-01,-95.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2002-01-01,78.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2003-01-01,-111.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2004-01-01,78.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2005-01-01,82.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2006-01-01,1686.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2007-01-01,-614.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2008-01-01,1211.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2009-01-01,-443.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2010-01-01,456.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2011-01-01,-1024.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2012-01-01,-12.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2013-01-01,1487.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2014-01-01,13.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2015-01-01,-153.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2016-01-01,1293.0
MIO_NAC,NCO,F3,LIAB,S11,BG,2017-01-01,113.0
MIO_NAC,NCO,F3,LIAB,S11,CY,1995-01-01,0.4
MIO_NAC,NCO,F3,LIAB,S11,CY,1996-01-01,-0.6
MIO_NAC,NCO,F3,LIAB,S11,CY,1997-01-01,1.8
MIO_NAC,NCO,F3,LIAB,S11,CY,1998-01-01,-1.8
MIO_NAC,NCO,F3,LIAB,S11,CY,1999-01-01,26.7
MIO_NAC,NCO,F3,LIAB,S11,CY,2000-01-01,50.6
MIO_NAC,NCO,F3,LIAB,S11,CY,2001-01-01,-13.2
MIO_NAC,NCO,F3,LIAB,S11,CY,2002-01-01,-34.2
MIO_NAC,NCO,F3,LIAB,S11,CY,2003-01-01,18.8
MIO_NAC,NCO,F3,LIAB,S11,CY,2004-01-01,-70.4
MIO_NAC,NCO,F3,LIAB,S11,CY,2005-01-01,11.1
MIO_NAC,NCO,F3,LIAB,S11,CY,2006-01-01,-0.2
MIO_NAC,NCO,F3,LIAB,S11,CY,2007-01-01,-11.9
MIO_NAC,NCO,F3,LIAB,S11,CY,2008-01-01,-0.7
MIO_NAC,NCO,F3,LIAB,S11,CY,2009-01-01,9.8
MIO_NAC,NCO,F3,LIAB,S11,CY,2010-01-01,-2.9
MIO_NAC,NCO,F3,LIAB,S11,CY,2011-01-01,130.4
MIO_NAC,NCO,F3,LIAB,S11,CY,2012-01-01,-101.8
MIO_NAC,NCO,F3,LIAB,S11,CY,2013-01-01,82.7
MIO_NAC,NCO,F3,LIAB,S11,CY,2014-01-01,-12.8
